dataset,split,view,grouping,gap_bin,metric,value,ci_low,ci_high,entity_mean,rows,entities,coverage,run_bin
berka,train,unambiguous,gap_binxrun_bin,1.0,repeat,1.0,1.0,1.0,1.0,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,1.0,log_amount,8.986964540749831,7.783640596221253,10.214348897935315,8.986964540749831,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.23940914158305462,0.2257338864665297,0.2529246002147369,0.264064435450457,50232,3058,True,1
berka,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.40661331422200986,0.3924482970290713,0.42090707806957817,0.47240640504224485,50232,3058,True,1
berka,train,unambiguous,gap_binxrun_bin,2.0,log_amount,8.301689765191119,8.256241411020186,8.349022873454176,8.23322524723774,50232,3058,True,1
berka,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.44585712746471284,0.41703286537801976,0.47517223262546543,0.49444449860280065,9281,2244,True,2-3
berka,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.5837733002909169,0.551395755720972,0.613613335789637,0.6567259843650697,9281,2244,True,2-3
berka,train,unambiguous,gap_binxrun_bin,2.0,log_amount,8.169068076581162,8.069314847847394,8.261001294943934,7.99240198831854,9281,2244,True,2-3
berka,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.6617100371747212,0.6221275055540302,0.7057971661746177,0.6669400118203309,807,564,True,4-7
berka,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.7211895910780669,0.678356895258524,0.7645936236896514,0.7210475768321514,807,564,True,4-7
berka,train,unambiguous,gap_binxrun_bin,2.0,log_amount,7.905259948630022,7.790163155170058,8.027176370749505,7.814551126592631,807,564,True,4-7
berka,train,unambiguous,gap_binxrun_bin,2.0,repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,2.0,log_amount,9.075987560451653,7.783640596221253,10.604900477513105,9.075987560451653,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.22395656599932134,0.21011529916555624,0.23846608097671265,0.24612789243286842,32417,2991,True,1
berka,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.42095196964555637,0.40565400212133157,0.43675648007188667,0.5007414834442281,32417,2991,True,1
berka,train,unambiguous,gap_binxrun_bin,3.0,log_amount,8.386734569691647,8.340230478999443,8.430204170635239,8.313838284772071,32417,2991,True,1
berka,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.3756421232876712,0.34901591056231124,0.401147541539978,0.4795750436597585,4672,1732,True,2-3
berka,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.5473030821917808,0.510606864180632,0.5802482484679473,0.6414936356837134,4672,1732,True,2-3
berka,train,unambiguous,gap_binxrun_bin,3.0,log_amount,8.28553242423634,8.194289309421224,8.357673287740464,8.028581258479022,4672,1732,True,2-3
berka,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.6306954436450839,0.5741480198996253,0.6919394240747146,0.6564922480620156,417,344,False,4-7
berka,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.7002398081534772,0.6516585623916616,0.7485215208034434,0.6963178294573643,417,344,False,4-7
berka,train,unambiguous,gap_binxrun_bin,3.0,log_amount,7.840292458525177,7.681312383327788,7.98497191521841,7.74095759220121,417,344,False,4-7
berka,train,unambiguous,gap_binxrun_bin,3.0,repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,3.0,log_amount,8.587187375707583,7.601402334583733,9.97119292889014,8.587187375707583,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.1960345463162884,0.18815430250347698,0.20383288757863646,0.22345629694934677,37978,3038,True,1
berka,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.4441782084364632,0.4316347820223872,0.456125005601468,0.5080489901877396,37978,3038,True,1
berka,train,unambiguous,gap_binxrun_bin,4.0,log_amount,8.405173961304376,8.366250318151101,8.442383010828852,8.259901929999716,37978,3038,True,1
berka,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.3495350061414283,0.3308901988718963,0.3683637041525538,0.4791193325406931,5699,1885,True,2-3
berka,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.60431654676259,0.5828151440910125,0.6248208581736138,0.656526531970829,5699,1885,True,2-3
berka,train,unambiguous,gap_binxrun_bin,4.0,log_amount,8.09004630933333,8.021855195101606,8.150197880351026,7.7814040469093495,5699,1885,True,2-3
berka,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.40730337078651685,0.34074158075601374,0.4767735042735043,0.47894103489771367,356,277,False,4-7
berka,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.6264044943820225,0.5547476146506618,0.6903475585149313,0.6144404332129964,356,277,False,4-7
berka,train,unambiguous,gap_binxrun_bin,4.0,log_amount,7.895934767762122,7.628888873700394,8.126197764729742,7.654388992446933,356,277,False,4-7
berka,train,unambiguous,gap_binxrun_bin,4.0,repeat,0.0,0.0,0.0,0.0,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.3333333333333333,0.0,1.0,0.3333333333333333,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,4.0,log_amount,8.15543983044237,4.314817884980432,10.288783966353765,8.15543983044237,3,3,False,8+
berka,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.1583276002251548,0.1529786003222916,0.1635222906840612,0.19342038559893085,31978,3143,True,1
berka,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.49849896804052785,0.48690656949246286,0.5083851638382947,0.5454518686243657,31978,3143,True,1
berka,train,unambiguous,gap_binxrun_bin,5.0,log_amount,7.796191209350183,7.75380443795261,7.841230780085021,7.692776509296871,31978,3143,True,1
berka,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.34952549461154897,0.3326238166595997,0.36697946789706826,0.4459925322434664,6217,2349,True,2-3
berka,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.7704680714170822,0.7545477567853326,0.7851782054091965,0.8077529820806552,6217,2349,True,2-3
berka,train,unambiguous,gap_binxrun_bin,5.0,log_amount,7.3228926777441155,7.237973844058546,7.390481976294139,7.029219814096566,6217,2349,True,2-3
berka,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.645326504481434,0.6001278600269179,0.6897741175404414,0.69792012140497,781,495,True,4-7
berka,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.7208706786171575,0.6891544407070779,0.7539451140630423,0.7503573138421623,781,495,True,4-7
berka,train,unambiguous,gap_binxrun_bin,5.0,log_amount,7.831886960320035,7.725834419304993,7.930980842284045,7.981722554528984,781,495,True,4-7
berka,train,unambiguous,gap_binxrun_bin,5.0,repeat,0.6,0.4444444444444444,0.7078506097560976,0.5222222222222223,30,15,False,8+
berka,train,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.6,0.4444444444444444,0.7078506097560976,0.5222222222222223,30,15,False,8+
berka,train,unambiguous,gap_binxrun_bin,5.0,log_amount,7.359132682473268,6.809467972709759,7.827996948437156,7.424789263356116,30,15,False,8+
berka,validation,unambiguous,gap_bin,1.0,repeat,0.34228155339805827,0.3187952046102252,0.3650834038574105,0.33153039138777674,20600,661,True,
berka,validation,unambiguous,gap_bin,1.0,secondary_repeat,0.48849514563106794,0.4631139371503801,0.5120193913653523,0.5052887259207948,20600,661,True,
berka,validation,unambiguous,gap_bin,1.0,log_amount,8.182632311765513,8.08441885741457,8.28228458298627,8.17633551587937,20600,661,True,
berka,validation,unambiguous,gap_bin,2.0,repeat,0.2845238095238095,0.25752381376148664,0.3125362122390955,0.2985860611615708,13440,655,True,
berka,validation,unambiguous,gap_bin,2.0,secondary_repeat,0.43444940476190474,0.40571246553653156,0.46395892548537443,0.4824102387237431,13440,655,True,
berka,validation,unambiguous,gap_bin,2.0,log_amount,8.241067405950565,8.120085129062081,8.342587839315522,8.180460475930024,13440,655,True,
berka,validation,unambiguous,gap_bin,3.0,repeat,0.2283648238861675,0.20296298387929096,0.25392553054247563,0.24890480794195596,8574,651,True,
berka,validation,unambiguous,gap_bin,3.0,secondary_repeat,0.4119430837415442,0.38114774611542285,0.4401082956543582,0.493209923240847,8574,651,True,
berka,validation,unambiguous,gap_bin,3.0,log_amount,8.45385842493851,8.35942714322962,8.545898725406309,8.278412518183005,8574,651,True,
berka,validation,unambiguous,gap_bin,4.0,repeat,0.21812580741329624,0.20143745741161254,0.23550654292697648,0.21465582193474406,10063,653,True,
berka,validation,unambiguous,gap_bin,4.0,secondary_repeat,0.44489714796780283,0.4170852918135527,0.47288745877752386,0.49972948040042786,10063,653,True,
berka,validation,unambiguous,gap_bin,4.0,log_amount,8.388238259033866,8.313845577722715,8.461144990588226,8.222636098763463,10063,653,True,
berka,validation,unambiguous,gap_bin,5.0,repeat,0.21721977256904154,0.20223870899869736,0.2338984946776147,0.23612775616040843,8618,675,True,
berka,validation,unambiguous,gap_bin,5.0,secondary_repeat,0.541192852169877,0.5196192354448251,0.5631530789392588,0.5870634604024694,8618,675,True,
berka,validation,unambiguous,gap_bin,5.0,log_amount,7.727289034665193,7.6381130365099645,7.817266903627242,7.658756432251393,8618,675,True,
berka,validation,unambiguous,run_bin,,repeat,0.24163371303783274,0.22878660589503788,0.25425748640112705,0.2514805657384206,50829,675,True,1
berka,validation,unambiguous,run_bin,,secondary_repeat,0.43713234570815873,0.4238978029326217,0.4501713491358299,0.44767565395323583,50829,675,True,1
berka,validation,unambiguous,run_bin,,log_amount,8.237966605215362,8.164167336195145,8.31198186073097,8.155601459768832,50829,675,True,1
berka,validation,unambiguous,run_bin,,repeat,0.4276584599266632,0.39941180955279,0.45786438465282014,0.4932525407946248,9545,657,True,2-3
berka,validation,unambiguous,run_bin,,secondary_repeat,0.6038763750654793,0.5721527428727731,0.6368558908951528,0.6716726422102429,9545,657,True,2-3
berka,validation,unambiguous,run_bin,,log_amount,8.043064732100689,7.907334330266845,8.17562570624266,7.827701871907412,9545,657,True,2-3
berka,validation,unambiguous,run_bin,,repeat,0.5826859045504994,0.5129953298665357,0.6539740468101171,0.5841758251379242,901,343,True,4-7
berka,validation,unambiguous,run_bin,,secondary_repeat,0.6448390677025527,0.5689903038723753,0.715812704735372,0.662475626396909,901,343,True,4-7
berka,validation,unambiguous,run_bin,,log_amount,7.941858671865841,7.754711269945814,8.144669711222674,7.7497330702267275,901,343,True,4-7
berka,validation,unambiguous,run_bin,,repeat,0.55,0.2,0.75,0.36363636363636365,20,11,False,8+
berka,validation,unambiguous,run_bin,,secondary_repeat,0.55,0.2,0.75,0.36363636363636365,20,11,False,8+
berka,validation,unambiguous,run_bin,,log_amount,7.795004371328939,7.082258169931745,8.895950700826287,8.241730285208,20,11,False,8+
berka,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.30213564038961827,0.27655255459508454,0.3262838101681928,0.2999268966402512,16529,657,True,1
berka,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.4559864480609837,0.4272023040645932,0.4815745397763236,0.478730938989753,16529,657,True,1
berka,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,8.215779027490075,8.124694066730603,8.314250093016046,8.203869790450353,16529,657,True,1
berka,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.4985058408041293,0.438882919292401,0.550752047959886,0.5190092963167671,3681,544,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.619668568323825,0.5629000018858183,0.6700780051774764,0.6753898586591307,3681,544,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,8.040604507927346,7.786889130811975,8.288071616754461,8.094568789464477,3681,544,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.5684754521963824,0.44051812585499317,0.73163750533439,0.6443478052520605,387,188,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.627906976744186,0.49149373881932024,0.7914919517102615,0.7184828445466743,387,188,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,8.1130876353916,7.800155361566032,8.436181787093174,7.862493083790446,387,188,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,1.0,repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,validation,unambiguous,gap_binxrun_bin,1.0,secondary_repeat,0.6666666666666666,0.0,1.0,0.6666666666666666,3,3,False,8+
berka,validation,unambiguous,gap_binxrun_bin,1.0,log_amount,8.794656136339713,6.947937068614969,10.596609732783568,8.794656136339713,3,3,False,8+
berka,validation,unambiguous,gap_binxrun_bin,2.0,repeat,0.2535953550692273,0.22452835582101816,0.2826870812820228,0.2779281065054798,11195,650,True,1
berka,validation,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.41107637338097364,0.3804701864026766,0.44022126925621397,0.4644886339567891,11195,650,True,1
berka,validation,unambiguous,gap_binxrun_bin,2.0,log_amount,8.268743534222734,8.16198517842762,8.367722321041427,8.225218610773487,11195,650,True,1
berka,validation,unambiguous,gap_binxrun_bin,2.0,repeat,0.43119266055045874,0.36527473053856546,0.4979644136622022,0.4779090062553521,2071,475,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.5456301303718011,0.47638759862707103,0.6137953896023085,0.6426041936710355,2071,475,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,2.0,log_amount,8.107289302763798,7.792974389059582,8.346047279431403,7.998353857523214,2071,475,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,2.0,repeat,0.5287356321839081,0.4289141414141414,0.6386358336572094,0.5257452574525745,174,123,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,2.0,secondary_repeat,0.6149425287356322,0.5013888888888889,0.7165167120093276,0.611111111111111,174,123,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,2.0,log_amount,8.052677726024413,7.721379134120828,8.393333024192493,7.841699824380331,174,123,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,3.0,repeat,0.20132146709816612,0.17602230367267696,0.22951452156936605,0.2305300211516283,7416,642,True,1
berka,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.39158576051779936,0.35988440582218284,0.4215241031641372,0.4671687571577586,7416,642,True,1
berka,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,8.4820355925944,8.379278662677747,8.579611723474168,8.339621807488985,7416,642,True,1
berka,validation,unambiguous,gap_binxrun_bin,3.0,repeat,0.3815668202764977,0.3240215987475826,0.4430443899465985,0.4680184966548603,1085,385,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.5262672811059907,0.45218892957158513,0.6063207804721374,0.6341708363786286,1085,385,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,8.312820632540049,8.182525451969955,8.431869228542995,8.047746908092378,1085,385,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,3.0,repeat,0.6944444444444444,0.5872036768263184,0.8025544184535413,0.6875,72,64,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,0.7777777777777778,0.6798676624737945,0.8697420634920635,0.7734375,72,64,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,7.659258343740744,7.286202786224723,7.986021451545035,7.596782284047421,72,64,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,3.0,repeat,1.0,1.0,1.0,1.0,1,1,False,8+
berka,validation,unambiguous,gap_binxrun_bin,3.0,secondary_repeat,1.0,1.0,1.0,1.0,1,1,False,8+
berka,validation,unambiguous,gap_binxrun_bin,3.0,log_amount,9.729193687429403,9.729193687429403,9.729193687429403,9.729193687429403,1,1,False,8+
berka,validation,unambiguous,gap_binxrun_bin,4.0,repeat,0.2017068388882482,0.18381966801040153,0.22143144207798174,0.21472210703671152,8671,649,True,1
berka,validation,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.42509514473532467,0.39656750042970235,0.45352648920410815,0.48324682585215517,8671,649,True,1
berka,validation,unambiguous,gap_binxrun_bin,4.0,log_amount,8.41033789336387,8.326671645657298,8.485425951567619,8.276542338883495,8671,649,True,1
berka,validation,unambiguous,gap_binxrun_bin,4.0,repeat,0.3103186646433991,0.2723193473193473,0.3546060392565502,0.43995734828373917,1318,406,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.5705614567526556,0.5143826461888825,0.6245932311554608,0.6274065756235779,1318,406,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,4.0,log_amount,8.272926216081498,8.123914278027806,8.417904258551374,7.888218717225609,1318,406,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,4.0,repeat,0.5,0.38458414872798435,0.6058578745198463,0.5053763440860215,74,62,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,4.0,secondary_repeat,0.527027027027027,0.4012337662337663,0.6379284649776452,0.549731182795699,74,62,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,4.0,log_amount,7.8524996554627915,7.331411220941785,8.324143192029291,7.638333679885102,74,62,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.1719863208891422,0.15979016785308303,0.18543175259203967,0.20230270635002892,7018,674,True,1
berka,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.4972926759760616,0.4748319483025009,0.5232982151265999,0.5528586181040871,7018,674,True,1
berka,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,7.7702469845321245,7.667767436936383,7.864501932969867,7.6690241502582905,7018,674,True,1
berka,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.38201438848920866,0.3431229014418329,0.4301907630522088,0.45637014541790316,1390,505,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.7410071942446043,0.7019754960992722,0.7795562278267589,0.7821763000897488,1390,505,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,7.525370064097345,7.362844734720567,7.688910100081186,7.152269784763373,1390,505,True,2-3
berka,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.6494845360824743,0.5617983789260386,0.7291346104197862,0.6701397368064035,194,117,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.7010309278350515,0.6382988388269029,0.7596295590291016,0.7195224528557861,194,117,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,7.639856952952297,7.458752005891562,7.877944345717907,7.813166180596477,194,117,False,4-7
berka,validation,unambiguous,gap_binxrun_bin,5.0,repeat,0.5,0.0,0.7114583333333332,0.25,16,8,False,8+
berka,validation,unambiguous,gap_binxrun_bin,5.0,secondary_repeat,0.5,0.0,0.7114583333333332,0.25,16,8,False,8+
berka,validation,unambiguous,gap_binxrun_bin,5.0,log_amount,7.486682833133141,6.848902286843859,8.764893786637561,7.978772336045559,16,8,False,8+
