run,condition,events,customers,frauds,fraud_rate,ci_low,ci_high,bootstrap_nonempty,adequate_support
cpar_20260928/generated_supported_validation_20261012,short_sequence_le_100_RETROSPECTIVE,3343,80,75,0.02243493867783428,0.017569587754505126,0.0280497475411755,500,True
cpar_20260928/generated_supported_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,14143,63,177,0.012515025100756558,0.010719401725552895,0.014504638346443999,500,True
digit_relaxed_20260928/generated_validation_20261011,all,188548,143,1451,0.007695653096293782,0.0053066410999507135,0.010539481009597012,500,True
digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_5s,43,35,2,0.046511627906976744,0.0,0.12195121951219512,500,False
digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_300s,2679,128,42,0.015677491601343786,0.009917118765289504,0.02211274243892895,500,True
digit_relaxed_20260928/generated_validation_20261011,seen_merchant,119137,138,433,0.0036344712389937634,0.0020660434623142963,0.00579655032003462,500,True
digit_relaxed_20260928/generated_validation_20261011,new_merchant,69411,143,1018,0.014666263272391985,0.010288957734599487,0.01965227383763321,500,True
digit_relaxed_20260928/generated_validation_20261011,amount_gt_3x_prior20median,26107,141,385,0.014747002719577126,0.009347795134775811,0.02157780876796036,500,True
digit_relaxed_20260928/generated_validation_20261011,previous_fraud,1442,106,1210,0.8391123439667129,0.780666841538995,0.8783310543193097,500,True
digit_relaxed_20260928/generated_validation_20261011,previous_normal,186963,134,185,0.0009895005963746837,0.0008064063592896363,0.0011725016091706662,500,True
digit_relaxed_20260928/generated_validation_20261011,short_seen,1882,110,11,0.005844845908607864,0.002271313539425275,0.010341777167781608,500,False
digit_relaxed_20260928/generated_validation_20261011,short_new,797,121,31,0.03889585947302384,0.021066896066896067,0.05684657254189309,500,True
digit_relaxed_20260928/generated_validation_20261011,first_transaction,143,143,56,0.3916083916083916,0.3146853146853147,0.46853146853146854,500,True
digit_relaxed_20260928/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,379,13,230,0.6068601583113457,0.2904863419569302,1.0,500,True
digit_relaxed_20260928/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,188169,130,1221,0.006488847791081422,0.004371016757428509,0.008893249510147052,500,True
digit_relaxed_20260928/generated_validation_20261012,all,185803,143,1733,0.009327082985742965,0.006592753371687909,0.01258756460596842,500,True
digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_5s,53,40,2,0.03773584905660377,0.0,0.10810810810810811,500,False
digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_300s,2835,133,72,0.025396825396825397,0.015902130758792803,0.03689709698583274,500,True
digit_relaxed_20260928/generated_validation_20261012,seen_merchant,118429,139,531,0.004483699093971916,0.0026127541434030495,0.006824075247785036,500,True
digit_relaxed_20260928/generated_validation_20261012,new_merchant,67374,143,1202,0.017840710066197644,0.012593113927396605,0.023870337045149504,500,True
digit_relaxed_20260928/generated_validation_20261012,amount_gt_3x_prior20median,26754,141,514,0.01921208043657023,0.01241743674714713,0.026909013419744596,500,True
digit_relaxed_20260928/generated_validation_20261012,previous_fraud,1720,108,1511,0.8784883720930232,0.8370323758760241,0.9045173613422998,500,True
digit_relaxed_20260928/generated_validation_20261012,previous_normal,183940,133,169,0.0009187778623464173,0.0007406265760432668,0.0010898222195065788,500,True
digit_relaxed_20260928/generated_validation_20261012,short_seen,1970,114,18,0.009137055837563452,0.004258549745519672,0.015642387342656088,500,False
digit_relaxed_20260928/generated_validation_20261012,short_new,865,126,54,0.06242774566473988,0.03515812538379948,0.09387549298274758,500,True
digit_relaxed_20260928/generated_validation_20261012,first_transaction,143,143,53,0.3706293706293706,0.27972027972027974,0.4512237762237761,500,True
digit_relaxed_20260928/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,557,17,351,0.63016157989228,0.32946070082367723,0.9456328425419955,500,True
digit_relaxed_20260928/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,185246,126,1382,0.0074603500210530865,0.0049349349523285,0.010455216095867668,500,True
digit_relaxed_20260929/generated_validation_20261011,all,192805,143,1819,0.009434402634786442,0.005666212521558471,0.013851379026886783,500,True
digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_5s,46,36,5,0.10869565217391304,0.029427083333333336,0.2073196183661299,500,False
digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_300s,2852,136,102,0.03576437587657784,0.01769908789876711,0.056611245636037436,500,True
digit_relaxed_20260929/generated_validation_20261011,seen_merchant,121977,141,512,0.004197512645826672,0.0020462854759696362,0.006738626627036526,500,True
digit_relaxed_20260929/generated_validation_20261011,new_merchant,70828,143,1307,0.01845315411983961,0.01182030342310341,0.025722434968521623,500,True
digit_relaxed_20260929/generated_validation_20261011,amount_gt_3x_prior20median,24785,143,577,0.023280209804317126,0.014074543960000555,0.03368648691597663,500,True
digit_relaxed_20260929/generated_validation_20261011,previous_fraud,1811,85,1690,0.9331860850358917,0.8964232842984479,0.9505696940445546,500,True
digit_relaxed_20260929/generated_validation_20261011,previous_normal,190851,135,85,0.0004453736160669842,0.0003440806699554879,0.0005572912947504273,500,True
digit_relaxed_20260929/generated_validation_20261011,short_seen,2018,114,26,0.01288404360753221,0.003457289491678684,0.023902062752260197,500,True
digit_relaxed_20260929/generated_validation_20261011,short_new,834,130,76,0.09112709832134293,0.04825814429472966,0.13726586152428588,500,True
digit_relaxed_20260929/generated_validation_20261011,first_transaction,143,143,44,0.3076923076923077,0.23076923076923078,0.38461538461538464,500,True
digit_relaxed_20260929/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,203,9,137,0.6748768472906403,0.27893106465920164,1.0,500,False
digit_relaxed_20260929/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,192602,134,1682,0.008733034963292178,0.005183971027272945,0.013104225781760187,500,True
digit_relaxed_20260929/generated_validation_20261012,all,176545,143,1341,0.007595797105553825,0.004929513745450493,0.010886880591408903,500,True
digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_5s,35,28,1,0.02857142857142857,0.0,0.1,500,False
digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_300s,2531,132,90,0.03555906756222837,0.020159670556707254,0.056659137974623366,500,True
digit_relaxed_20260929/generated_validation_20261012,seen_merchant,108872,139,289,0.002654493349988978,0.0013953553073417465,0.004330432422729601,500,True
digit_relaxed_20260929/generated_validation_20261012,new_merchant,67673,143,1052,0.015545343046709913,0.010382602885477429,0.021218625937934776,500,True
digit_relaxed_20260929/generated_validation_20261012,amount_gt_3x_prior20median,22267,142,447,0.02007454978218889,0.012463803438125113,0.029650055475011126,500,True
digit_relaxed_20260929/generated_validation_20261012,previous_fraud,1330,82,1225,0.9210526315789473,0.8889840894229005,0.9405824025367961,500,True
digit_relaxed_20260929/generated_validation_20261012,previous_normal,175072,133,79,0.00045124291719978067,0.00034295577880067893,0.0005856754239619957,500,True
digit_relaxed_20260929/generated_validation_20261012,short_seen,1747,114,25,0.014310246136233544,0.00540416764308949,0.02687827724120646,500,True
digit_relaxed_20260929/generated_validation_20261012,short_new,784,126,65,0.08290816326530612,0.04996209019500804,0.12216877140410957,500,True
digit_relaxed_20260929/generated_validation_20261012,first_transaction,143,143,37,0.25874125874125875,0.1958041958041958,0.33234265734265717,500,True
digit_relaxed_20260929/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,358,13,263,0.7346368715083799,0.3745902053393277,1.0,500,True
digit_relaxed_20260929/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,176187,130,1078,0.006118499094711869,0.0034664573042592264,0.00912854002528764,500,True
native_20260928/generated_validation_20261011,all,183811,143,1288,0.007007197610589138,0.004966683196164142,0.009427235870249366,500,True
native_20260928/generated_validation_20261011,positive_gap_le_5s,52,33,0,0.0,0.0,0.0,500,False
native_20260928/generated_validation_20261011,positive_gap_le_300s,3060,124,76,0.02483660130718954,0.00939167504436177,0.05012427484206252,500,True
native_20260928/generated_validation_20261011,seen_merchant,117877,129,377,0.003198249022285942,0.002043044267810201,0.00458001019002393,500,True
native_20260928/generated_validation_20261011,new_merchant,65934,143,911,0.013816847150180483,0.009980203132305956,0.01829239463639604,500,True
native_20260928/generated_validation_20261011,amount_gt_3x_prior20median,24476,139,308,0.012583755515607125,0.007869911566155803,0.017406549795368535,500,True
native_20260928/generated_validation_20261011,previous_fraud,1281,109,1013,0.7907884465261514,0.7306122974236665,0.8353223236790792,500,True
native_20260928/generated_validation_20261011,previous_normal,182387,137,208,0.0011404321579937167,0.0009209560035776483,0.0013640810589602612,500,True
native_20260928/generated_validation_20261011,short_seen,2116,114,18,0.008506616257088847,0.0021072141900532323,0.019421206062636205,500,False
native_20260928/generated_validation_20261011,short_new,944,120,58,0.0614406779661017,0.021839368350746628,0.11395924330664077,500,True
native_20260928/generated_validation_20261011,first_transaction,143,143,67,0.46853146853146854,0.3986013986013986,0.5454545454545454,500,True
native_20260928/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,394,19,101,0.2563451776649746,0.09720047987203413,0.5224681712962961,500,True
native_20260928/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,183417,124,1187,0.006471592055262053,0.004456515186287562,0.008848537934121816,500,True
native_20260928/generated_validation_20261012,all,174074,143,1056,0.0060663855601640684,0.004513663982478781,0.007930609075134328,500,True
native_20260928/generated_validation_20261012,positive_gap_le_5s,57,36,1,0.017543859649122806,0.0,0.061224489795918366,500,False
native_20260928/generated_validation_20261012,positive_gap_le_300s,2821,127,36,0.012761432116270826,0.007307178312332952,0.02016403342352709,500,True
native_20260928/generated_validation_20261012,seen_merchant,108899,135,226,0.00207531749602843,0.0014569144047232522,0.0028453794387005658,500,True
native_20260928/generated_validation_20261012,new_merchant,65175,143,830,0.012734944380514,0.009528213048643578,0.01626285220845604,500,True
native_20260928/generated_validation_20261012,amount_gt_3x_prior20median,22575,140,219,0.009700996677740863,0.006709526302320695,0.013681355637415533,500,True
native_20260928/generated_validation_20261012,previous_fraud,1041,121,807,0.7752161383285303,0.7173739906853694,0.817624776186213,500,True
native_20260928/generated_validation_20261012,previous_normal,172890,129,184,0.0010642605124645728,0.000864451255706327,0.0012876967471288868,500,True
native_20260928/generated_validation_20261012,short_seen,1937,113,6,0.003097573567372225,0.0009751668466342884,0.005850612936880537,500,False
native_20260928/generated_validation_20261012,short_new,884,125,30,0.033936651583710405,0.018997798379904875,0.05272887323943661,500,True
native_20260928/generated_validation_20261012,first_transaction,143,143,65,0.45454545454545453,0.37395104895104897,0.5314685314685315,500,True
native_20260928/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,358,20,217,0.6061452513966481,0.39527363649985015,0.8964752031381338,500,True
native_20260928/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,173716,123,839,0.004829722075111101,0.003341484183083027,0.006523234798840001,500,True
native_20260929/generated_validation_20261011,all,213168,143,920,0.004315844779704271,0.003122406288706994,0.005552950180578157,500,True
native_20260929/generated_validation_20261011,positive_gap_le_5s,61,38,0,0.0,0.0,0.0,500,False
native_20260929/generated_validation_20261011,positive_gap_le_300s,3365,131,42,0.012481426448737,0.006915194865125645,0.019222339327549604,500,True
native_20260929/generated_validation_20261011,seen_merchant,140715,136,172,0.001222328820665885,0.0007770552458991748,0.001768235827755323,500,True
native_20260929/generated_validation_20261011,new_merchant,72453,143,748,0.0103239341366127,0.007494809860100716,0.01340509643557431,500,True
native_20260929/generated_validation_20261011,amount_gt_3x_prior20median,32661,142,200,0.006123511221334313,0.003800381302785122,0.009189770607005295,500,True
native_20260929/generated_validation_20261011,previous_fraud,913,105,709,0.7765607886089814,0.7150379288366581,0.8215073949566882,500,True
native_20260929/generated_validation_20261011,previous_normal,212112,137,158,0.0007448894923436675,0.0006142237052716668,0.0008601139009544989,500,True
native_20260929/generated_validation_20261011,short_seen,2377,122,5,0.002103491796381994,0.00039112657428340956,0.0044602657325720305,500,False
native_20260929/generated_validation_20261011,short_new,988,129,37,0.03744939271255061,0.020095353173614803,0.05806720845494953,500,True
native_20260929/generated_validation_20261011,first_transaction,143,143,53,0.3706293706293706,0.29003496503496506,0.44755244755244755,500,True
native_20260929/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,273,11,110,0.40293040293040294,0.22081195048660146,0.7973263209393344,500,True
native_20260929/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,212895,132,810,0.003804692454026633,0.0027076485051831804,0.004994650984699251,500,True
native_20260929/generated_validation_20261012,all,175950,143,921,0.005234441602728047,0.0038175903920105803,0.00687939298783667,500,True
native_20260929/generated_validation_20261012,positive_gap_le_5s,55,38,0,0.0,0.0,0.0,500,False
native_20260929/generated_validation_20261012,positive_gap_le_300s,2632,129,32,0.0121580547112462,0.007198527258469492,0.019531809362012206,500,True
native_20260929/generated_validation_20261012,seen_merchant,110609,130,140,0.0012657197877207098,0.0009064876009281872,0.001691862359272026,500,True
native_20260929/generated_validation_20261012,new_merchant,65341,143,781,0.011952679022359622,0.008759979072672818,0.01600425320262178,500,True
native_20260929/generated_validation_20261012,amount_gt_3x_prior20median,25613,139,184,0.007183851950181549,0.0046834103131726595,0.010432759774923939,500,True
native_20260929/generated_validation_20261012,previous_fraud,906,103,737,0.8134657836644592,0.7627692084629883,0.8533729391287531,500,True
native_20260929/generated_validation_20261012,previous_normal,174901,129,128,0.0007318425852339323,0.0005851577686118246,0.0008965898190527287,500,True
native_20260929/generated_validation_20261012,short_seen,1763,112,3,0.0017016449234259785,0.0,0.004122660934238513,500,False
native_20260929/generated_validation_20261012,short_new,869,128,29,0.0333716915995397,0.01926033934252386,0.051675730953377026,500,True
native_20260929/generated_validation_20261012,first_transaction,143,143,56,0.3916083916083916,0.3146853146853147,0.46853146853146854,500,True
native_20260929/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,406,21,244,0.6009852216748769,0.4077049565421658,0.8839570600841336,500,True
native_20260929/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,175544,122,677,0.003856582964954655,0.0027089309392091545,0.004988228686923093,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,all,162958,143,984,0.0060383657138649224,0.0034859898170648477,0.009078562193090686,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_5s,31,24,1,0.03225806451612903,0.0,0.10922619047619038,500,False
numeric_digit_relaxed_20260928/generated_validation_20261011,positive_gap_le_300s,2521,132,71,0.02816342721142404,0.01196639757676848,0.05104419827561264,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,seen_merchant,100306,137,215,0.002143441070324806,0.000989276925445014,0.003718743483208669,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,new_merchant,62652,143,769,0.012274149268977845,0.00747513824210675,0.01783415486153781,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,amount_gt_3x_prior20median,24237,138,171,0.007055328629780914,0.004554521413674765,0.010642146705598833,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,previous_fraud,969,82,841,0.8679050567595459,0.7853684185079534,0.9101301037483266,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,previous_normal,161846,134,100,0.0006178713097636024,0.00047500668717477405,0.0007923374850993031,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,short_seen,1723,116,16,0.009286128845037725,0.0013362936781352065,0.021481116425087796,500,False
numeric_digit_relaxed_20260928/generated_validation_20261011,short_new,798,128,55,0.06892230576441102,0.03581517210744714,0.11193571396222994,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,first_transaction,143,143,43,0.3006993006993007,0.23776223776223776,0.3706293706293706,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,476,19,253,0.5315126050420168,0.27974422442244223,0.8523446056955093,500,True
numeric_digit_relaxed_20260928/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,162482,124,731,0.004498959884787238,0.0022527608098658054,0.007444233412813178,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,all,168935,143,840,0.004972326634504395,0.0028466268209566626,0.007745290753469817,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_5s,39,31,0,0.0,0.0,0.0,500,False
numeric_digit_relaxed_20260928/generated_validation_20261012,positive_gap_le_300s,2479,133,25,0.01008471157724889,0.003969238949729225,0.018089628338184272,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,seen_merchant,103777,136,172,0.0016574000019272093,0.0006950911738477954,0.0032754977431350084,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,new_merchant,65158,143,668,0.01025200282390497,0.00614202189186797,0.014935848250227292,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,amount_gt_3x_prior20median,24705,142,160,0.0064764217769682254,0.003777075041254672,0.010160269608004101,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,previous_fraud,828,84,705,0.8514492753623188,0.7484123399939292,0.9080244462891447,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,previous_normal,167964,132,86,0.0005120144792931818,0.0003911046933355881,0.000661226518069134,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,short_seen,1718,110,5,0.002910360884749709,0.0,0.007659143138941118,500,False
numeric_digit_relaxed_20260928/generated_validation_20261012,short_new,761,126,20,0.026281208935611037,0.011077405055197989,0.04658437097466723,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,first_transaction,143,143,49,0.34265734265734266,0.2620629370629371,0.4195804195804196,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,short_sequence_le_100_RETROSPECTIVE,269,14,210,0.7806691449814126,0.4818508853226672,1.0,500,True
numeric_digit_relaxed_20260928/generated_validation_20261012,long_sequence_gt_100_RETROSPECTIVE,168666,129,630,0.0037351926292198785,0.0019119293661484583,0.006339009593632302,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,all,195098,143,3555,0.018221611702836524,0.004198095291341655,0.044683565072145756,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_5s,41,30,5,0.12195121951219512,0.0,0.2922002032520325,500,False
numeric_digit_relaxed_20260929/generated_validation_20261011,positive_gap_le_300s,2741,133,190,0.06931776723823423,0.01779663934605426,0.1511635511929953,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,seen_merchant,124853,139,2556,0.02047207516038862,0.0017989840592061844,0.05723620197322986,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,new_merchant,70245,143,999,0.014221652786675209,0.008145777825700608,0.022897746865421894,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,amount_gt_3x_prior20median,25948,143,414,0.015954986896870665,0.006605958421077715,0.03254408669506992,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,previous_fraud,3546,73,3450,0.9729272419627749,0.8835512077509813,0.9887937452612614,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,previous_normal,191409,136,73,0.00038138227565057023,0.00027179429460785196,0.000483135000704023,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,short_seen,1881,119,125,0.06645401382243488,0.00625464593114241,0.16778133025295058,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,short_new,860,129,65,0.0755813953488372,0.041133284567528426,0.11962783354589211,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,first_transaction,143,143,32,0.22377622377622378,0.15716783216783217,0.2937062937062937,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,short_sequence_le_100_RETROSPECTIVE,223,12,111,0.4977578475336323,0.202176759410802,0.9298684340199073,500,True
numeric_digit_relaxed_20260929/generated_validation_20261011,long_sequence_gt_100_RETROSPECTIVE,194875,131,3444,0.017672867222578575,0.003582900963393189,0.04391087272121346,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,all,197386,143,5498,0.02785405246572705,0.00856062156266857,0.0642224543503377,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_5s,61,35,20,0.32786885245901637,0.10378951149425288,0.5557986264953477,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,positive_gap_le_300s,2969,133,343,0.11552711350623106,0.04626786218800358,0.21958423208957412,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,seen_merchant,127652,138,3818,0.029909441293516748,0.0049244844780979655,0.08083141924673856,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,new_merchant,69734,143,1680,0.024091547881951416,0.014320650427107836,0.036739483172852666,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,amount_gt_3x_prior20median,26447,141,636,0.02404809619238477,0.013578296572732039,0.03905790754325199,500,True
numeric_digit_relaxed_20260929/generated_validation_20261012,previous_fraud,5488,76,5361,0.9768586005830904,0.9260092644581696,0.9902632837413916,500,True
