run,age_band,events,valid_ratio_events,real_valid_ratio_events,valid_event_share,real_valid_event_share,amount_mean,ratio_median,ratio_log_w1
numeric_digit_relaxed_20260929/generated_validation_20261012,1,259,125,399,0.023491824844953955,0.37641509433962267,357.52632000000006,2.2999248039531635,0.636168657791098
numeric_digit_relaxed_20260929/generated_validation_20261012,2,293,293,427,0.055064837436572076,0.4028301886792453,468.16027303754265,2.2866884825739717,0.5776809618845804
numeric_digit_relaxed_20260929/generated_validation_20261012,3,396,396,134,0.07442210110881413,0.12641509433962264,483.6859090909091,1.1698726386186011,0.3121703025416554
numeric_digit_relaxed_20260929/generated_validation_20261012,4,4413,4413,0,0.8293553843262544,0.0,565.6701790165421,0.9950917934343043,
order_category_digit_relaxed_20260928/generated_validation_20261011,0,246,183,100,0.09242424242424242,0.09433962264150944,436.9890710382514,1.444248178405829,1.136670583894136
order_category_digit_relaxed_20260928/generated_validation_20261011,1,332,147,399,0.07424242424242425,0.37641509433962267,2003.2885714285717,2.5301711197838483,0.8824982125371228
order_category_digit_relaxed_20260928/generated_validation_20261011,2,374,374,427,0.18888888888888888,0.4028301886792453,3266.7139839572187,2.2195200810721465,0.7088918767400294
order_category_digit_relaxed_20260928/generated_validation_20261011,3,514,514,134,0.2595959595959596,0.12641509433962264,3599.0789105058366,1.1290145747427596,0.6061885268736633
order_category_digit_relaxed_20260928/generated_validation_20261011,4,762,762,0,0.38484848484848483,0.0,3485.5239107611546,0.8485342306490915,
order_category_digit_relaxed_20260928/generated_validation_20261012,0,234,172,100,0.10336538461538461,0.09433962264150944,474.90889534883723,0.8567444643999429,1.34556488450044
order_category_digit_relaxed_20260928/generated_validation_20261012,1,311,122,399,0.0733173076923077,0.37641509433962267,2635.8394262295083,3.008935111475793,0.8636504242017405
order_category_digit_relaxed_20260928/generated_validation_20261012,2,341,341,427,0.2049278846153846,0.4028301886792453,2661.5750146627565,1.2889698108774816,0.7827877014451772
order_category_digit_relaxed_20260928/generated_validation_20261012,3,500,500,134,0.3004807692307692,0.12641509433962264,3232.86994,1.1369316443209452,0.6092895402497236
order_category_digit_relaxed_20260928/generated_validation_20261012,4,529,529,0,0.31790865384615385,0.0,3004.7730056710775,0.9554131324822498,
order_category_digit_relaxed_20260929/generated_validation_20261011,0,126,72,100,0.04878048780487805,0.09433962264150944,728.2247222222223,1.534567510601476,1.1358752727222612
order_category_digit_relaxed_20260929/generated_validation_20261011,1,235,59,399,0.03997289972899729,0.37641509433962267,1643.2549152542372,2.44813490035769,0.8347558695113922
order_category_digit_relaxed_20260929/generated_validation_20261011,2,266,266,427,0.1802168021680217,0.4028301886792453,3244.2037218045116,2.4180944924101726,0.682822396993644
order_category_digit_relaxed_20260929/generated_validation_20261011,3,359,359,134,0.24322493224932248,0.12641509433962264,3107.8558495821726,1.2337742734263,0.38215636151426813
order_category_digit_relaxed_20260929/generated_validation_20261011,4,720,720,0,0.4878048780487805,0.0,3415.775916666667,0.949634901675013,
order_category_digit_relaxed_20260929/generated_validation_20261012,0,120,77,100,0.055355859094176854,0.09433962264150944,150.0550649350649,0.9346285881235848,1.4418242039912657
order_category_digit_relaxed_20260929/generated_validation_20261012,1,226,67,399,0.04816678648454349,0.37641509433962267,2422.933880597015,4.136727482512439,0.7700977020595168
order_category_digit_relaxed_20260929/generated_validation_20261012,2,263,263,427,0.18907260963335729,0.4028301886792453,3411.261558935361,1.8679702951822963,0.7248189206867537
order_category_digit_relaxed_20260929/generated_validation_20261012,3,346,346,134,0.24874191229331416,0.12641509433962264,3367.051589595376,1.0999779233212608,0.5935106483716899
order_category_digit_relaxed_20260929/generated_validation_20261012,4,638,638,0,0.4586628324946082,0.0,3661.062037617555,0.9536290230872261,
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,0,122,67,100,0.04601648351648352,0.09433962264150944,122.08164179104477,0.7915098285236303,1.339379629040243
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,1,174,46,399,0.03159340659340659,0.37641509433962267,437.31760869565227,1.6791372230818118,1.050685076225161
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,2,180,180,427,0.12362637362637363,0.4028301886792453,558.791388888889,1.5139300726078115,0.8919131998104894
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,3,253,253,134,0.17376373626373626,0.12641509433962264,576.4225296442688,1.0917377305951967,0.4408923352603503
order_category_numeric_digit_relaxed_20260928/generated_validation_20261011,4,910,910,0,0.625,0.0,601.7638571428571,0.9891009409680127,
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,0,139,83,100,0.03163109756097561,0.09433962264150944,163.7185542168675,1.2079726651480636,1.2940487149219444
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,1,230,80,399,0.03048780487804878,0.37641509433962267,490.60687500000006,1.1303736973898026,1.2090591415501994
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,2,233,233,427,0.08879573170731707,0.4028301886792453,606.552703862661,1.1329913964262077,0.9658725196658207
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,3,301,301,134,0.11471036585365854,0.12641509433962264,587.8432225913621,1.0226779448962384,0.5424130266376759
order_category_numeric_digit_relaxed_20260928/generated_validation_20261012,4,1927,1927,0,0.734375,0.0,615.9510690192008,0.9806752585168675,
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,0,115,70,100,0.015534842432312472,0.09433962264150944,111.15057142857141,1.4343282917230535,1.2272172893459836
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,1,179,43,399,0.00954283177984909,0.37641509433962267,461.0051162790698,2.7842170533256705,0.549828793978858
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,2,206,206,427,0.04571682201509099,0.4028301886792453,615.0114563106796,1.237552482279704,0.827755003705091
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,3,330,330,134,0.07323568575233022,0.12641509433962264,603.452,1.1038380118584632,0.4756158618630756
order_category_numeric_digit_relaxed_20260929/generated_validation_20261011,4,3857,3857,0,0.8559698180204173,0.0,677.7134742027483,0.9915137655655405,
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,0,150,102,100,0.012626887843525626,0.09433962264150944,185.45313725490203,2.0625055101591427,1.0708879736377641
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,1,307,133,399,0.016464471403812825,0.37641509433962267,591.7724812030076,2.740214818860368,0.5806100356236139
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,2,333,333,427,0.04122307501856895,0.4028301886792453,650.707897897898,1.809338899136006,0.6985502933443067
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,3,501,501,134,0.0620203020549641,0.12641509433962264,610.457624750499,1.0865727898920992,0.46048010968539244
order_category_numeric_digit_relaxed_20260929/generated_validation_20261012,4,7009,7009,0,0.8676652636791286,0.0,646.6360308175203,0.9972277227722772,
order_category_relaxed_20260928/generated_validation_20261011,0,257,184,100,0.17116279069767443,0.09433962264150944,1148.9987500000002,0.8743739520236506,1.2056231720071948
order_category_relaxed_20260928/generated_validation_20261011,1,322,103,399,0.09581395348837209,0.37641509433962267,2470.5366990291263,2.6356452058579722,0.9122127222427442
order_category_relaxed_20260928/generated_validation_20261011,2,294,294,427,0.27348837209302324,0.4028301886792453,3716.695,1.449995376007393,0.720263857328227
order_category_relaxed_20260928/generated_validation_20261011,3,193,193,134,0.17953488372093024,0.12641509433962264,4817.759844559586,1.0344514100645845,0.473132474054491
order_category_relaxed_20260928/generated_validation_20261011,4,301,301,0,0.28,0.0,5299.813554817275,0.7078768659874145,
order_category_relaxed_20260928/generated_validation_20261012,0,248,180,100,0.22388059701492538,0.09433962264150944,1012.2147222222222,1.1530007790066632,1.2640514339004716
order_category_relaxed_20260928/generated_validation_20261012,1,271,78,399,0.09701492537313433,0.37641509433962267,2009.58282051282,1.3220344201611582,1.0314555891339952
order_category_relaxed_20260928/generated_validation_20261012,2,248,248,427,0.30845771144278605,0.4028301886792453,3660.761008064516,1.4422735487646818,0.707228273964634
order_category_relaxed_20260928/generated_validation_20261012,3,163,163,134,0.2027363184079602,0.12641509433962264,4113.606196319019,0.9864196728803419,0.46293102136395037
order_category_relaxed_20260928/generated_validation_20261012,4,135,135,0,0.16791044776119404,0.0,4624.808444444445,0.7254867942794846,
order_category_relaxed_20260929/generated_validation_20261011,0,168,121,100,0.09805510534846029,0.09433962264150944,923.1165289256198,0.9445479549285777,1.3415776039348741
order_category_relaxed_20260929/generated_validation_20261011,1,262,97,399,0.07860615883306321,0.37641509433962267,2577.9685567010306,3.2489015249418456,0.8479934812408896
order_category_relaxed_20260929/generated_validation_20261011,2,283,283,427,0.2293354943273906,0.4028301886792453,3826.093745583039,2.582168986267888,0.6665414936020964
order_category_relaxed_20260929/generated_validation_20261011,3,345,345,134,0.27957860615883307,0.12641509433962264,4240.441507246376,1.6913023195747225,0.38704256698737893
order_category_relaxed_20260929/generated_validation_20261011,4,388,388,0,0.31442463533225284,0.0,4031.507087628866,0.5602413171014973,
order_category_relaxed_20260929/generated_validation_20261012,0,153,110,100,0.1156677181913775,0.09433962264150944,862.5172727272727,1.3938120631590918,1.090444109500732
order_category_relaxed_20260929/generated_validation_20261012,1,241,81,399,0.08517350157728706,0.37641509433962267,3252.8746913580253,4.689822294022617,0.910036044930643
order_category_relaxed_20260929/generated_validation_20261012,2,273,273,427,0.2870662460567823,0.4028301886792453,4060.0481318681313,1.7007765291520573,0.6442533128924747
order_category_relaxed_20260929/generated_validation_20261012,3,320,320,134,0.33648790746582546,0.12641509433962264,3691.6968125,1.2195945810215933,0.40006895146191296
order_category_relaxed_20260929/generated_validation_20261012,4,167,167,0,0.17560462670872765,0.0,4084.313293413174,0.9927921796696159,
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,0,168,126,100,0.27510917030567683,0.09433962264150944,278.79007936507935,1.0515107341406071,1.3572211103442444
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,1,142,29,399,0.06331877729257641,0.37641509433962267,3492.959310344827,6.473511819994304,0.6570681495363258
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,2,99,99,427,0.21615720524017468,0.4028301886792453,4619.810707070707,1.3028541034137575,0.859891680406722
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,3,72,72,134,0.1572052401746725,0.12641509433962264,5131.754166666667,1.119750380393344,0.4427139771526671
order_event_is_fraud_relaxed_20260928/generated_validation_20261011,4,132,132,0,0.28820960698689957,0.0,5428.394848484849,0.8552485977515504,
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,0,151,114,100,0.33727810650887574,0.09433962264150944,57.649824561403506,0.92638411521596,1.4549551999919303
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,1,110,26,399,0.07692307692307693,0.37641509433962267,3404.295384615385,6.198221945308076,0.8403170351760874
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,2,91,91,427,0.2692307692307692,0.4028301886792453,4717.559340659341,2.530437638624761,0.8179703532926542
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,3,70,70,134,0.20710059171597633,0.12641509433962264,3598.524714285714,0.7076887614309715,0.507076047561334
order_event_is_fraud_relaxed_20260928/generated_validation_20261012,4,37,37,0,0.10946745562130178,0.0,4013.563243243244,0.29517761392175906,
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,0,126,95,100,0.1484375,0.09433962264150944,175.9285263157895,1.0560327198364008,1.3549331835620926
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,1,127,40,399,0.0625,0.37641509433962267,3523.4559999999997,0.9780043727797434,1.1492337014728249
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,2,130,130,427,0.203125,0.4028301886792453,4414.766230769232,1.3985399971046086,0.7529501748309858
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,3,132,132,134,0.20625,0.12641509433962264,4649.530378787879,1.2592613438985105,0.43315526741480315
order_event_is_fraud_relaxed_20260929/generated_validation_20261011,4,243,243,0,0.3796875,0.0,4173.197613168724,0.8506059908316413,
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,0,108,79,100,0.1373913043478261,0.09433962264150944,53.71949367088608,0.9393288590604028,1.423453544532232
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,1,141,29,399,0.050434782608695654,0.37641509433962267,899.2413793103447,1.4944940379227212,0.964378929109563
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,2,157,157,427,0.27304347826086955,0.4028301886792453,5252.632420382164,1.8445301131334964,0.6502305578807294
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,3,176,176,134,0.3060869565217391,0.12641509433962264,4512.526534090909,0.999616919595308,0.48110054320893725
order_event_is_fraud_relaxed_20260929/generated_validation_20261012,4,134,134,0,0.23304347826086957,0.0,5090.428805970149,0.5899077185218825,
relaxed_20260928/generated_validation_20261011,0,263,193,100,0.2587131367292225,0.09433962264150944,167.26300518134715,0.4459100095734497,1.4967476247422056
relaxed_20260928/generated_validation_20261011,1,239,66,399,0.08847184986595175,0.37641509433962267,1236.2289393939393,1.1955879395432456,0.9669813745339808
relaxed_20260928/generated_validation_20261011,2,196,196,427,0.26273458445040215,0.4028301886792453,3364.629081632653,1.7980678842409186,0.8658509555930881
relaxed_20260928/generated_validation_20261011,3,116,116,134,0.1554959785522788,0.12641509433962264,4359.695,1.2614314456881233,0.5884871030731815
relaxed_20260928/generated_validation_20261011,4,175,175,0,0.23458445040214476,0.0,4313.034114285714,0.8292023005206202,
relaxed_20260928/generated_validation_20261012,0,258,193,100,0.3122977346278317,0.09433962264150944,485.40300518134717,0.9963616518100783,1.30651281224784
relaxed_20260928/generated_validation_20261012,1,245,74,399,0.11974110032362459,0.37641509433962267,1069.5335135135135,1.1096125953832856,1.0416295075867343
relaxed_20260928/generated_validation_20261012,2,187,187,427,0.30258899676375406,0.4028301886792453,3841.976631016043,2.0628184456626895,0.7969316634468042
relaxed_20260928/generated_validation_20261012,3,101,101,134,0.1634304207119741,0.12641509433962264,3901.1245544554463,0.7940577085314292,0.7414675184396751
relaxed_20260928/generated_validation_20261012,4,63,63,0,0.10194174757281553,0.0,3412.594920634921,0.2606183337020419,
relaxed_20260929/generated_validation_20261011,0,163,124,100,0.12109375,0.09433962264150944,156.11661290322579,0.589210503434484,1.4432971575934237
relaxed_20260929/generated_validation_20261011,1,193,56,399,0.0546875,0.37641509433962267,1702.5144642857142,2.619494351665555,0.8245842617756753
relaxed_20260929/generated_validation_20261011,2,216,216,427,0.2109375,0.4028301886792453,4437.168333333333,3.0480640176793043,0.4866166151245517
relaxed_20260929/generated_validation_20261011,3,273,273,134,0.2666015625,0.12641509433962264,3192.858205128205,0.8858076708812558,0.4656027629075903
relaxed_20260929/generated_validation_20261011,4,355,355,0,0.3466796875,0.0,4053.709802816901,0.8948605367505658,
relaxed_20260929/generated_validation_20261012,0,147,105,100,0.12514898688915377,0.09433962264150944,332.84961904761894,0.9088065843621399,1.2408018320090568
relaxed_20260929/generated_validation_20261012,1,218,56,399,0.066746126340882,0.37641509433962267,1659.9569642857143,1.4006710996653235,1.1191558656422922
relaxed_20260929/generated_validation_20261012,2,248,248,427,0.29558998808104886,0.4028301886792453,4643.513427419355,2.419265588370262,0.6094219656923565
relaxed_20260929/generated_validation_20261012,3,280,280,134,0.33373063170441003,0.12641509433962264,3848.5722142857144,0.881974959509159,0.4652757766023486
relaxed_20260929/generated_validation_20261012,4,150,150,0,0.17878426698450536,0.0,4479.256533333334,0.8058273991285985,
row_resampling/generated_validation_20261011,0,1125,1105,100,0.9919210053859964,0.09433962264150944,542.7942624434389,11.65966899922248,0.20079382136526117
row_resampling/generated_validation_20261011,1,9,9,399,0.00807899461400359,0.37641509433962267,690.5244444444446,11.098122929701878,0.4129476748654886
row_resampling/generated_validation_20261011,2,0,0,427,0.0,0.4028301886792453,,,
row_resampling/generated_validation_20261011,3,0,0,134,0.0,0.12641509433962264,,,
row_resampling/generated_validation_20261011,4,0,0,0,0.0,0.0,,,
row_resampling/generated_validation_20261012,0,1054,1043,100,0.9933333333333333,0.09433962264150944,525.6230009587728,11.079085851751616,0.19060536383262602
row_resampling/generated_validation_20261012,1,7,7,399,0.006666666666666667,0.37641509433962267,461.8042857142858,7.974554394591273,0.5556129193461257
row_resampling/generated_validation_20261012,2,0,0,427,0.0,0.4028301886792453,,,
row_resampling/generated_validation_20261012,3,0,0,134,0.0,0.12641509433962264,,,
row_resampling/generated_validation_20261012,4,0,0,0,0.0,0.0,,,
transition_resampling/generated_validation_20261011,0,101,86,100,0.09873708381171067,0.09433962264150944,397.8811627906976,8.002384794156221,0.2082902739300545
transition_resampling/generated_validation_20261011,1,330,281,399,0.32261768082663606,0.37641509433962267,516.8559786476868,8.669885057471264,0.1085044348289694
transition_resampling/generated_validation_20261011,2,265,265,427,0.30424799081515497,0.4028301886792453,533.1375094339622,6.025363743609909,0.14950809641584387
transition_resampling/generated_validation_20261011,3,211,211,134,0.24225028702640644,0.12641509433962264,515.0095734597156,1.9653743711157146,0.14988112646752272
transition_resampling/generated_validation_20261011,4,28,28,0,0.03214695752009185,0.0,584.9374999999999,1.1434756160497317,
transition_resampling/generated_validation_20261012,0,105,94,100,0.09611451942740286,0.09433962264150944,365.8245744680851,5.921681117691835,0.38947498285913884
transition_resampling/generated_validation_20261012,1,339,308,399,0.3149284253578732,0.37641509433962267,578.0798701298701,11.270240056590147,0.18997375720144888
transition_resampling/generated_validation_20261012,2,261,261,427,0.2668711656441718,0.4028301886792453,632.6272413793105,9.416022656362502,0.18536778722199748
transition_resampling/generated_validation_20261012,3,216,216,134,0.22085889570552147,0.12641509433962264,591.1031944444444,1.5772165766742012,0.19224420831448194
transition_resampling/generated_validation_20261012,4,99,99,0,0.10122699386503067,0.0,464.60262626262625,0.8420220919391288,
cpar_20260928/generated_supported_validation_20261011,0,241,203,100,0.9902439024390244,0.09433962264150944,71.32891625615764,0.9865347622973344,1.4739734821041752
cpar_20260928/generated_supported_validation_20261011,1,7,2,399,0.00975609756097561,0.37641509433962267,97.385,1.4316552979154495,1.3946399981907327
cpar_20260928/generated_supported_validation_20261011,2,0,0,427,0.0,0.4028301886792453,,,
cpar_20260928/generated_supported_validation_20261011,3,0,0,134,0.0,0.12641509433962264,,,
cpar_20260928/generated_supported_validation_20261011,4,0,0,0,0.0,0.0,,,
cpar_20260928/generated_supported_validation_20261012,0,247,210,100,0.995260663507109,0.09433962264150944,72.06985714285715,0.9863020694282902,1.4753385265380967
cpar_20260928/generated_supported_validation_20261012,1,5,1,399,0.004739336492890996,0.37641509433962267,1.96,0.033288043478260865,2.0429947923742033
cpar_20260928/generated_supported_validation_20261012,2,0,0,427,0.0,0.4028301886792453,,,
cpar_20260928/generated_supported_validation_20261012,3,0,0,134,0.0,0.12641509433962264,,,
cpar_20260928/generated_supported_validation_20261012,4,0,0,0,0.0,0.0,,,
