family,kappa,index,variant,tape,group,bin,observed_repeat,generated_repeat
argn_original,0,20260920,gap,20261001,pooled,4,0.31417782572824776,0.3972794990823707
argn_original,0,20260920,gap,20261001,0,0,0.3104568241191838,0.39872521246458925
argn_original,0,20260920,gap,20261001,0,1,0.3129886595759668,0.4048070092351409
argn_original,0,20260920,gap,20261001,0,2,0.3101617354245991,0.40498628176070617
argn_original,0,20260920,gap,20261001,0,3,0.3123306948109059,0.41281989954556325
argn_original,0,20260920,gap,20261001,0,4,0.31486420099656115,0.39420185252014917
argn_original,0,20260920,gap,20261001,1,0,0.30737564322469985,0.42099898063200814
argn_original,0,20260920,gap,20261001,1,1,0.2966818477553676,0.403
argn_original,0,20260920,gap,20261001,1,2,0.31898238747553814,0.3939720129171152
argn_original,0,20260920,gap,20261001,1,3,0.3202592087312415,0.39768339768339767
argn_original,0,20260920,gap,20261001,1,4,0.30789648307896483,0.42526315789473684
argn_original,0,20260920,gap,20261002,pooled,0,0.310053451973242,0.3946675097481294
argn_original,0,20260920,gap,20261002,pooled,1,0.3114509155645982,0.4063608036961427
argn_original,0,20260920,gap,20261002,pooled,2,0.3109352336507536,0.4026780931976433
argn_original,0,20260920,gap,20261002,pooled,3,0.3132337927514038,0.4043710021321962
argn_original,0,20260920,gap,20261002,pooled,4,0.31417782572824776,0.3976070932592672
argn_original,0,20260920,gap,20261002,0,0,0.3104568241191838,0.39582110576358726
argn_original,0,20260920,gap,20261002,0,1,0.3129886595759668,0.40947141832097583
argn_original,0,20260920,gap,20261002,0,2,0.3101617354245991,0.400671382328258
argn_original,0,20260920,gap,20261002,0,3,0.3123306948109059,0.4039766638885582
argn_original,0,20260920,gap,20261002,0,4,0.31486420099656115,0.3926989826451227
argn_original,0,20260920,gap,20261002,1,0,0.30737564322469985,0.38596491228070173
argn_original,0,20260920,gap,20261002,1,1,0.2966818477553676,0.37815126050420167
argn_original,0,20260920,gap,20261002,1,2,0.31898238747553814,0.4198782961460446
argn_original,0,20260920,gap,20261002,1,3,0.3202592087312415,0.4090909090909091
argn_original,0,20260920,gap,20261002,1,4,0.30789648307896483,0.4364364364364364
argn_original,0,20260920,gap,20261003,pooled,0,0.310053451973242,0.4091246684350133
argn_original,0,20260920,gap,20261003,pooled,1,0.3114509155645982,0.4060828526481384
argn_original,0,20260920,gap,20261003,pooled,2,0.3109352336507536,0.40698792606047657
argn_original,0,20260920,gap,20261003,pooled,3,0.3132337927514038,0.40720701222811384
argn_original,0,20260920,gap,20261003,pooled,4,0.31417782572824776,0.39937714776632305
argn_original,0,20260920,gap,20261003,0,0,0.3104568241191838,0.41080118694362017
argn_original,0,20260920,gap,20261003,0,1,0.3129886595759668,0.4068941423081402
argn_original,0,20260920,gap,20261003,0,2,0.3101617354245991,0.40865728595277845
argn_original,0,20260920,gap,20261003,0,3,0.3123306948109059,0.4074029273013185
argn_original,0,20260920,gap,20261003,0,4,0.31486420099656115,0.4004331608711346
argn_original,0,20260920,gap,20261003,1,0,0.30737564322469985,0.3949748743718593
argn_original,0,20260920,gap,20261003,1,1,0.2966818477553676,0.39831401475237094
argn_original,0,20260920,gap,20261003,1,2,0.31898238747553814,0.3936279547790339
argn_original,0,20260920,gap,20261003,1,3,0.3202592087312415,0.4044943820224719
argn_original,0,20260920,gap,20261003,1,4,0.30789648307896483,0.391
argn_original,0,20260920,direct,20261001,pooled,0,0.310053451973242,0.31088794926004226
argn_original,0,20260920,direct,20261001,pooled,1,0.3114509155645982,0.3160632763563011
argn_original,0,20260920,direct,20261001,pooled,2,0.3109352336507536,0.3159703576414993
argn_original,0,20260920,direct,20261001,pooled,3,0.3132337927514038,0.3217252396166134
argn_original,0,20260920,direct,20261001,pooled,4,0.31417782572824776,0.3176926388291003
argn_original,0,20260920,direct,20261001,0,0,0.3104568241191838,0.3128754859229591
argn_original,0,20260920,direct,20261001,0,1,0.3129886595759668,0.31963904060793163
argn_original,0,20260920,direct,20261001,0,2,0.3101617354245991,0.31572041984732824
argn_original,0,20260920,direct,20261001,0,3,0.3123306948109059,0.32450569203115637
argn_original,0,20260920,direct,20261001,0,4,0.31486420099656115,0.319457773512476
argn_original,0,20260920,direct,20261001,1,0,0.30737564322469985,0.29145211122554066
argn_original,0,20260920,direct,20261001,1,1,0.2966818477553676,0.29270729270729273
argn_original,0,20260920,direct,20261001,1,2,0.31898238747553814,0.3116883116883117
argn_original,0,20260920,direct,20261001,1,3,0.3202592087312415,0.29990448901623684
argn_original,0,20260920,direct,20261001,1,4,0.30789648307896483,0.30325288562434416
argn_original,0,20260920,direct,20261002,pooled,0,0.310053451973242,0.31814818729521194
argn_original,0,20260920,direct,20261002,pooled,1,0.3114509155645982,0.3128155548394027
argn_original,0,20260920,direct,20261002,pooled,2,0.3109352336507536,0.3191466666666667
argn_original,0,20260920,direct,20261002,pooled,3,0.3132337927514038,0.31841909023117076
argn_original,0,20260920,direct,20261002,pooled,4,0.31417782572824776,0.31498929336188436
argn_original,0,20260920,direct,20261002,0,0,0.3104568241191838,0.3213026099224077
argn_original,0,20260920,direct,20261002,0,1,0.3129886595759668,0.3146376464960536
argn_original,0,20260920,direct,20261002,0,2,0.3101617354245991,0.3175247879584279
argn_original,0,20260920,direct,20261002,0,3,0.3123306948109059,0.3167716629026507
argn_original,0,20260920,direct,20261002,0,4,0.31486420099656115,0.31162902450744834
argn_original,0,20260920,direct,20261002,1,0,0.30737564322469985,0.2914046121593291
argn_original,0,20260920,direct,20261002,1,1,0.2966818477553676,0.29831932773109243
argn_original,0,20260920,direct,20261002,1,2,0.31898238747553814,0.329
argn_original,0,20260920,direct,20261002,1,3,0.3202592087312415,0.3319755600814664
argn_original,0,20260920,direct,20261002,1,4,0.30789648307896483,0.34424603174603174
argn_original,0,20260920,direct,20261003,pooled,0,0.310053451973242,0.31350260278338465
argn_original,0,20260920,direct,20261003,pooled,1,0.3114509155645982,0.31855897489759477
argn_original,0,20260920,direct,20261003,pooled,2,0.3109352336507536,0.3217948717948718
argn_original,0,20260920,direct,20261003,pooled,3,0.3132337927514038,0.32086890738138985
argn_original,0,20260920,direct,20261003,pooled,4,0.31417782572824776,0.31817694369973193
argn_original,0,20260920,direct,20261003,0,0,0.3104568241191838,0.3131013184463713
argn_original,0,20260920,direct,20261003,0,1,0.3129886595759668,0.318997668997669
argn_original,0,20260920,direct,20261003,0,2,0.3101617354245991,0.3219407265774379
argn_original,0,20260920,direct,20261003,0,3,0.3123306948109059,0.32071376898963105
argn_original,0,20260920,direct,20261003,0,4,0.31486420099656115,0.3184606133493686
argn_original,0,20260920,direct,20261003,1,0,0.30737564322469985,0.3175403225806452
argn_original,0,20260920,direct,20261003,1,1,0.2966818477553676,0.31322751322751324
argn_original,0,20260920,direct,20261003,1,2,0.31898238747553814,0.32215447154471544
argn_original,0,20260920,direct,20261003,1,3,0.3202592087312415,0.3230452674897119
argn_original,0,20260920,direct,20261003,1,4,0.30789648307896483,0.3140578265204387
argn_original,0,20260921,raw,20261001,pooled,0,0.310053451973242,0.03278339542309739
argn_original,0,20260921,raw,20261001,pooled,1,0.3114509155645982,0.033045190939927784
argn_original,0,20260921,raw,20261001,pooled,2,0.3109352336507536,0.03180935949967652
argn_original,0,20260921,raw,20261001,pooled,3,0.3132337927514038,0.033190241859491154
argn_original,0,20260921,raw,20261001,pooled,4,0.31417782572824776,0.03416377588563019
argn_original,0,20260921,raw,20261001,0,0,0.3104568241191838,0.03337278106508876
argn_original,0,20260921,raw,20261001,0,1,0.3129886595759668,0.03340675477239354
argn_original,0,20260921,raw,20261001,0,2,0.3101617354245991,0.031204644412191583
argn_original,0,20260921,raw,20261001,0,3,0.3123306948109059,0.03329035283085219
argn_original,0,20260921,raw,20261001,0,4,0.31486420099656115,0.0342489772063121
argn_original,0,20260921,raw,20261001,1,0,0.30737564322469985,0.027513227513227514
argn_original,0,20260921,raw,20261001,1,1,0.2966818477553676,0.02998965873836608
argn_original,0,20260921,raw,20261001,1,2,0.31898238747553814,0.036597428288822946
argn_original,0,20260921,raw,20261001,1,3,0.3202592087312415,0.031496062992125984
argn_original,0,20260921,raw,20261001,1,4,0.30789648307896483,0.034482758620689655
argn_original,0,20260921,raw,20261002,pooled,0,0.310053451973242,0.03019889617827762
argn_original,0,20260921,raw,20261002,pooled,1,0.3114509155645982,0.031693522569629706
argn_original,0,20260921,raw,20261002,pooled,2,0.3109352336507536,0.032196365954733824
argn_original,0,20260921,raw,20261002,pooled,3,0.3132337927514038,0.03179160021265284
argn_original,0,20260921,raw,20261002,pooled,4,0.31417782572824776,0.03292226381854217
argn_original,0,20260921,raw,20261002,0,0,0.3104568241191838,0.030062922395711955
argn_original,0,20260921,raw,20261002,0,1,0.3129886595759668,0.030331866301891282
argn_original,0,20260921,raw,20261002,0,2,0.3101617354245991,0.032946195780990756
argn_original,0,20260921,raw,20261002,0,3,0.3123306948109059,0.03107947805456702
argn_original,0,20260921,raw,20261002,0,4,0.31486420099656115,0.03276265549944574
argn_original,0,20260921,raw,20261002,1,0,0.30737564322469985,0.03146509341199607
argn_original,0,20260921,raw,20261002,1,1,0.2966818477553676,0.04325437693099897
argn_original,0,20260921,raw,20261002,1,2,0.31898238747553814,0.025799793601651185
argn_original,0,20260921,raw,20261002,1,3,0.3202592087312415,0.03783231083844581
argn_original,0,20260921,raw,20261002,1,4,0.30789648307896483,0.03433922996878252
argn_original,0,20260921,raw,20261003,pooled,0,0.310053451973242,0.0303124353403683
argn_original,0,20260921,raw,20261003,pooled,1,0.3114509155645982,0.03179498085920885
argn_original,0,20260921,raw,20261003,pooled,2,0.3109352336507536,0.03105257522218653
argn_original,0,20260921,raw,20261003,pooled,3,0.3132337927514038,0.030976794387479762
argn_original,0,20260921,raw,20261003,pooled,4,0.31417782572824776,0.028593172428788866
argn_original,0,20260921,raw,20261003,0,0,0.3104568241191838,0.029919981444972748
argn_original,0,20260921,raw,20261003,0,1,0.3129886595759668,0.03093516652838687
argn_original,0,20260921,raw,20261003,0,2,0.3101617354245991,0.03136222169020828
argn_original,0,20260921,raw,20261003,0,3,0.3123306948109059,0.030721228849153966
argn_original,0,20260921,raw,20261003,0,4,0.31486420099656115,0.029408190545631305
argn_original,0,20260921,raw,20261003,1,0,0.30737564322469985,0.03371868978805395
argn_original,0,20260921,raw,20261003,1,1,0.2966818477553676,0.038183694530443756
argn_original,0,20260921,raw,20261003,1,2,0.31898238747553814,0.029352226720647773
argn_original,0,20260921,raw,20261003,1,3,0.3202592087312415,0.03225806451612903
argn_original,0,20260921,raw,20261003,1,4,0.30789648307896483,0.02265705458290422
argn_original,0,20260921,level,20261001,pooled,0,0.310053451973242,0.3918819188191882
argn_original,0,20260921,level,20261001,pooled,1,0.3114509155645982,0.39196675900277006
argn_original,0,20260921,level,20261001,pooled,2,0.3109352336507536,0.3944875107665805
argn_original,0,20260921,level,20261001,pooled,3,0.3132337927514038,0.3981022667369531
argn_original,0,20260921,level,20261001,pooled,4,0.31417782572824776,0.39000866926744693
argn_original,0,20260921,level,20261001,0,0,0.3104568241191838,0.3934619002822201
argn_original,0,20260921,level,20261001,0,1,0.3129886595759668,0.3949970220369267
argn_original,0,20260921,level,20261001,0,2,0.3101617354245991,0.39782114210463304
argn_original,0,20260921,level,20261001,0,3,0.3123306948109059,0.4018015882422662
argn_original,0,20260921,level,20261001,0,4,0.31486420099656115,0.3900084469651261
argn_original,0,20260921,level,20261001,1,0,0.30737564322469985,0.37755102040816324
argn_original,0,20260921,level,20261001,1,1,0.2966818477553676,0.36773547094188375
argn_original,0,20260921,level,20261001,1,2,0.31898238747553814,0.3656957928802589
argn_original,0,20260921,level,20261001,1,3,0.3202592087312415,0.36666666666666664
argn_original,0,20260921,level,20261001,1,4,0.30789648307896483,0.3900106269925611
argn_original,0,20260921,level,20261002,pooled,0,0.310053451973242,0.38359621451104103
argn_original,0,20260921,level,20261002,pooled,1,0.3114509155645982,0.3942967409948542
argn_original,0,20260921,level,20261002,pooled,2,0.3109352336507536,0.3977407208176439
argn_original,0,20260921,level,20261002,pooled,3,0.3132337927514038,0.3936808846761453
argn_original,0,20260921,level,20261002,pooled,4,0.31417782572824776,0.38414106447425356
argn_original,0,20260921,level,20261002,0,0,0.3104568241191838,0.38493038493038495
argn_original,0,20260921,level,20261002,0,1,0.3129886595759668,0.39515455304928987
argn_original,0,20260921,level,20261002,0,2,0.3101617354245991,0.39370932754880694
argn_original,0,20260921,level,20261002,0,3,0.3123306948109059,0.3936470588235294
argn_original,0,20260921,level,20261002,0,4,0.31486420099656115,0.38160445952496364
argn_original,0,20260921,level,20261002,1,0,0.30737564322469985,0.37356919875130074
argn_original,0,20260921,level,20261002,1,1,0.2966818477553676,0.3861490031479538
argn_original,0,20260921,level,20261002,1,2,0.31898238747553814,0.4284274193548387
argn_original,0,20260921,level,20261002,1,3,0.3202592087312415,0.3946053946053946
argn_original,0,20260921,level,20261002,1,4,0.30789648307896483,0.4064711830131446
argn_original,0,20260921,level,20261003,pooled,0,0.310053451973242,0.38506729331339457
argn_original,0,20260921,level,20261003,pooled,1,0.3114509155645982,0.3896748310810811
argn_original,0,20260921,level,20261003,pooled,2,0.3109352336507536,0.39061163387510695
argn_original,0,20260921,level,20261003,pooled,3,0.3132337927514038,0.3890486843506978
argn_original,0,20260921,level,20261003,pooled,4,0.31417782572824776,0.38961178621357134
argn_original,0,20260921,level,20261003,0,0,0.3104568241191838,0.38461538461538464
argn_original,0,20260921,level,20261003,0,1,0.3129886595759668,0.3912177985948478
argn_original,0,20260921,level,20261003,0,2,0.3101617354245991,0.389181426519866
argn_original,0,20260921,level,20261003,0,3,0.3123306948109059,0.3904207273591633
argn_original,0,20260921,level,20261003,0,4,0.31486420099656115,0.39242788461538464
argn_original,0,20260921,level,20261003,1,0,0.30737564322469985,0.3880157170923379
argn_original,0,20260921,level,20261003,1,1,0.2966818477553676,0.3764705882352941
argn_original,0,20260921,level,20261003,1,2,0.31898238747553814,0.403242147922999
argn_original,0,20260921,level,20261003,1,3,0.3202592087312415,0.37461617195496416
argn_original,0,20260921,level,20261003,1,4,0.30789648307896483,0.36772216547497444
argn_original,0,20260921,gap,20261001,pooled,0,0.310053451973242,0.3899841855561413
argn_original,0,20260921,gap,20261001,pooled,1,0.3114509155645982,0.39058171745152354
argn_original,0,20260921,gap,20261001,pooled,2,0.3109352336507536,0.39571443953914076
argn_original,0,20260921,gap,20261001,pooled,3,0.3132337927514038,0.3992619926199262
argn_original,0,20260921,gap,20261001,pooled,4,0.31417782572824776,0.39029147253223534
argn_original,0,20260921,gap,20261001,0,0,0.3104568241191838,0.3912276575729069
argn_original,0,20260921,gap,20261001,0,1,0.3129886595759668,0.3944735588375417
argn_original,0,20260921,gap,20261001,0,2,0.3101617354245991,0.3990902561647115
argn_original,0,20260921,gap,20261001,0,3,0.3123306948109059,0.4040080635598245
argn_original,0,20260921,gap,20261001,0,4,0.31486420099656115,0.3902762697550971
argn_original,0,20260921,gap,20261001,1,0,0.30737564322469985,0.37857142857142856
argn_original,0,20260921,gap,20261001,1,1,0.2966818477553676,0.3600802407221665
argn_original,0,20260921,gap,20261001,1,2,0.31898238747553814,0.3634408602150538
argn_original,0,20260921,gap,20261001,1,3,0.3202592087312415,0.36103151862464183
argn_original,0,20260921,gap,20261001,1,4,0.30789648307896483,0.39065817409766457
argn_original,0,20260921,gap,20261002,pooled,0,0.310053451973242,0.38320016820857866
argn_original,0,20260921,gap,20261002,pooled,1,0.3114509155645982,0.39382570479151036
argn_original,0,20260921,gap,20261002,pooled,2,0.3109352336507536,0.399397460727351
argn_original,0,20260921,gap,20261002,pooled,3,0.3132337927514038,0.3971563981042654
argn_original,0,20260921,gap,20261002,pooled,4,0.31417782572824776,0.3833585803938541
argn_original,0,20260921,gap,20261002,0,0,0.3104568241191838,0.3846333762133084
argn_original,0,20260921,gap,20261002,0,1,0.3129886595759668,0.39470230282782487
argn_original,0,20260921,gap,20261002,0,2,0.3101617354245991,0.39570774053532676
argn_original,0,20260921,gap,20261002,0,3,0.3123306948109059,0.39710383800329646
argn_original,0,20260921,gap,20261002,0,4,0.31486420099656115,0.3805717054263566
argn_original,0,20260921,gap,20261002,1,0,0.30737564322469985,0.371875
argn_original,0,20260921,gap,20261002,1,1,0.2966818477553676,0.38445378151260506
argn_original,0,20260921,gap,20261002,1,2,0.31898238747553814,0.4307228915662651
argn_original,0,20260921,gap,20261002,1,3,0.3202592087312415,0.396
argn_original,0,20260921,gap,20261002,1,4,0.30789648307896483,0.40789473684210525
argn_original,0,20260921,gap,20261003,pooled,0,0.310053451973242,0.3832674431028956
argn_original,0,20260921,gap,20261003,pooled,1,0.3114509155645982,0.3897571277719113
argn_original,0,20260921,gap,20261003,pooled,2,0.3109352336507536,0.39146706586826346
argn_original,0,20260921,gap,20261003,pooled,3,0.3132337927514038,0.39139235112389476
argn_original,0,20260921,gap,20261003,pooled,4,0.31417782572824776,0.3890799656061909
argn_original,0,20260921,gap,20261003,0,0,0.3104568241191838,0.38225419664268584
argn_original,0,20260921,gap,20261003,0,1,0.3129886595759668,0.390657925544369
argn_original,0,20260921,gap,20261003,0,2,0.3101617354245991,0.3902526643515747
argn_original,0,20260921,gap,20261003,0,3,0.3123306948109059,0.3920171062009979
argn_original,0,20260921,gap,20261003,0,4,0.31486420099656115,0.39159159159159157
argn_original,0,20260921,gap,20261003,1,0,0.30737564322469985,0.3931034482758621
argn_original,0,20260921,gap,20261003,1,1,0.2966818477553676,0.3784648187633262
argn_original,0,20260921,gap,20261003,1,2,0.31898238747553814,0.40384615384615385
argn_original,0,20260921,gap,20261003,1,3,0.3202592087312415,0.38461538461538464
argn_original,0,20260921,gap,20261003,1,4,0.30789648307896483,0.3683673469387755
argn_original,0,20260921,direct,20261001,pooled,0,0.310053451973242,0.3162663295406658
argn_original,0,20260921,direct,20261001,pooled,1,0.3114509155645982,0.3118405627198124
argn_original,0,20260921,direct,20261001,pooled,2,0.3109352336507536,0.31497418244406195
argn_original,0,20260921,direct,20261001,pooled,3,0.3132337927514038,0.32212351945854484
argn_original,0,20260921,direct,20261001,pooled,4,0.31417782572824776,0.31498107084910765
argn_original,0,20260921,direct,20261001,0,0,0.3104568241191838,0.31708749266001174
argn_original,0,20260921,direct,20261001,0,1,0.3129886595759668,0.3125670041691483
argn_original,0,20260921,direct,20261001,0,2,0.3101617354245991,0.3157957670692335
argn_original,0,20260921,direct,20261001,0,3,0.3123306948109059,0.3257918552036199
argn_original,0,20260921,direct,20261001,0,4,0.31486420099656115,0.31583383503913304
argn_original,0,20260921,direct,20261001,1,0,0.30737564322469985,0.3084780388151175
argn_original,0,20260921,direct,20261001,1,1,0.2966818477553676,0.30808080808080807
argn_original,0,20260921,direct,20261001,1,2,0.31898238747553814,0.3078579117330463
argn_original,0,20260921,direct,20261001,1,3,0.3202592087312415,0.2904446546830653
argn_original,0,20260921,direct,20261001,1,4,0.30789648307896483,0.30818278427205104
argn_original,0,20260921,direct,20261002,pooled,0,0.310053451973242,0.3130051432770022
argn_original,0,20260921,direct,20261002,pooled,1,0.3114509155645982,0.31956661660587854
argn_original,0,20260921,direct,20261002,pooled,2,0.3109352336507536,0.31727253172725317
argn_original,0,20260921,direct,20261002,pooled,3,0.3132337927514038,0.31676690935950197
argn_original,0,20260921,direct,20261002,pooled,4,0.31417782572824776,0.31152681660899656
argn_original,0,20260921,direct,20261002,0,0,0.3104568241191838,0.31457919925294736
argn_original,0,20260921,direct,20261002,0,1,0.3129886595759668,0.3206735936940165
argn_original,0,20260921,direct,20261002,0,2,0.3101617354245991,0.31709082137257266
argn_original,0,20260921,direct,20261002,0,3,0.3123306948109059,0.3180157888535407
argn_original,0,20260921,direct,20261002,0,4,0.31486420099656115,0.30963913780576413
argn_original,0,20260921,direct,20261002,1,0,0.30737564322469985,0.2980269989615784
argn_original,0,20260921,direct,20261002,1,1,0.2966818477553676,0.3088235294117647
argn_original,0,20260921,direct,20261002,1,2,0.31898238747553814,0.3226452905811623
argn_original,0,20260921,direct,20261002,1,3,0.3202592087312415,0.30505050505050507
argn_original,0,20260921,direct,20261002,1,4,0.30789648307896483,0.32628398791540786
argn_original,0,20260921,direct,20261003,pooled,0,0.310053451973242,0.31361072682771096
