prevalence,kappa,trial,repeat,source,group,bin,count,reference_repeat,reference_weight,empirical_repeat,Ucal_repeat,Ecal_repeat,matched_mark_TV,signed_repeat_difference
0.05,0,0,1,Ecal,pooled,4,9200,0.31417782572824776,0.20038023538986843,0.30641304347826087,0.31116053638655855,0.31278904112217865,0.023791839779435615,0.0016285047356201254
0.05,0,0,2,Ecal,context_0,0,8566,0.3106427322845233,0.19883564711150917,0.31800140088722856,0.3186279414080304,0.3188540010299675,0.02412420489463043,0.0002260596219371085
0.05,0,0,2,Ecal,context_0,1,8654,0.31236848258124855,0.20011229120853413,0.31765657499422234,0.30987868882992925,0.31090630927371293,0.02378285241054243,0.0010276204437837057
0.05,0,0,2,Ecal,context_0,2,10019,0.311251454213063,0.2010881552826998,0.3097115480586885,0.31647856141775116,0.3162911931646419,0.02384029579186329,-0.00018736825310930496
0.05,0,0,2,Ecal,context_0,3,8816,0.3139897415267022,0.1993770511526559,0.316470054446461,0.31775492816544837,0.3183659601993791,0.023781626009194902,0.000611032033930727
0.05,0,0,2,Ecal,context_0,4,8734,0.3145618127290903,0.200586855244601,0.314403480650332,0.3141476524520758,0.31531736684461087,0.023996930480412716,0.0011697143925350046
0.05,0,0,2,Ecal,context_1,0,410,0.29792919171676685,0.1954308093994778,0.2951219512195122,0.3080461335073157,0.3085459832192921,0.02282414554033383,0.0004998497119764003
0.05,0,0,2,Ecal,context_1,1,400,0.2943495400788436,0.19869451697127938,0.305,0.29677297215908766,0.2976042261533439,0.02306116477790056,0.0008312539942562581
0.05,0,0,2,Ecal,context_1,2,469,0.30716934487021014,0.21122715404699738,0.3411513859275053,0.32416943707731743,0.3250082317572921,0.023690889588495623,0.0008387946799746963
0.05,0,0,2,Ecal,context_1,3,405,0.29722589167767505,0.19765013054830288,0.2938271604938272,0.28713266047430624,0.28943743779335496,0.023097734388400928,0.0023047773190486578
0.05,0,0,2,Ecal,context_1,4,407,0.30483764082173626,0.19699738903394257,0.29238329238329236,0.30593794829575965,0.3091729410377123,0.0231343049871225,0.003234992741952657
0.05,0,0,2,Ecal,pooled,0,8976,0.310053451973242,0.1986570950779228,0.31695632798573975,0.3181445923394817,0.31838315797043354,0.024064821613072763,0.00023856563095182658
0.05,0,0,2,Ecal,pooled,1,9054,0.3114509155645982,0.20001144521240408,0.31709741550695825,0.3092996865471441,0.31031863164524515,0.023750968706869276,0.0010189450981010263
0.05,0,0,2,Ecal,pooled,2,10488,0.3109352336507536,0.20165192565698697,0.3111174675819985,0.3168224802473027,0.31668099971498065,0.023833614679222234,-0.0001414805323220818
0.05,0,0,2,Ecal,pooled,3,9221,0.3132337927514038,0.19929929866281768,0.31547554495174057,0.31640995273817235,0.31709537657781534,0.02375158847460846,0.0006854238396429884
0.05,0,0,2,Ecal,pooled,4,9141,0.31417782572824776,0.20038023538986843,0.313423039054808,0.3137821180913253,0.3150437883189126,0.023958522365789686,0.0012616702275872948
0.05,0,0,3,Ecal,context_0,0,8661,0.3106427322845233,0.19883564711150917,0.31705345803025053,0.3142488935970707,0.31383668236032725,0.024040388994256756,-0.0004122112367434227
0.05,0,0,3,Ecal,context_0,1,8687,0.31236848258124855,0.20011229120853413,0.3135720041441234,0.31775441155638673,0.31846129161806286,0.0240878690297295,0.0007068800616761106
0.05,0,0,3,Ecal,context_0,2,10070,0.311251454213063,0.2010881552826998,0.3157894736842105,0.31377372164963613,0.31371079255579837,0.02388835869872408,-6.292909383773804e-05
0.05,0,0,3,Ecal,context_0,3,8688,0.3139897415267022,0.1993770511526559,0.3061694290976059,0.3162678420641434,0.3168911539939186,0.023964610700472493,0.0006233119297752065
0.05,0,0,3,Ecal,context_0,4,8683,0.3145618127290903,0.200586855244601,0.3005873546009444,0.3101513000797439,0.31122959254164306,0.023983727441443687,0.001078292461899202
0.05,0,0,3,Ecal,context_1,0,388,0.29792919171676685,0.1954308093994778,0.3247422680412371,0.31715505355104956,0.3184885494795042,0.023440725480316726,0.0013334959284546448
0.05,0,0,3,Ecal,context_1,1,375,0.2943495400788436,0.19869451697127938,0.272,0.2948206454118093,0.29534272839625675,0.023445318244087198,0.0005220829844474793
0.05,0,0,3,Ecal,context_1,2,476,0.30716934487021014,0.21122715404699738,0.3004201680672269,0.3154330723958106,0.31402560653744127,0.02414594529252382,-0.0014074658583693143
0.05,0,0,3,Ecal,context_1,3,430,0.29722589167767505,0.19765013054830288,0.3186046511627907,0.3098659502039122,0.30827762940248776,0.023181541212076363,-0.0015883208014244258
0.05,0,0,3,Ecal,context_1,4,422,0.30483764082173626,0.19699738903394257,0.31516587677725116,0.30558437260830007,0.30538711153076725,0.02354595249864136,-0.00019726107753283603
0.05,0,0,3,Ecal,pooled,0,9049,0.310053451973242,0.1986570950779228,0.31738313625815007,0.3143735029530375,0.3140361435651279,0.024014676822369397,-0.00033735938790964545
0.05,0,0,3,Ecal,pooled,1,9062,0.3114509155645982,0.20001144521240408,0.31185168836901345,0.3168053757691194,0.3175046086332717,0.024061279254336005,0.0006992328641523038
0.05,0,0,3,Ecal,pooled,2,10546,0.3109352336507536,0.20165192565698697,0.3150957709084013,0.313848617435259,0.3137250018726258,0.023899985023268806,-0.0001236155626332084
0.05,0,0,3,Ecal,pooled,3,9118,0.3132337927514038,0.19929929866281768,0.3067558675148059,0.31596593227034,0.3164849447841889,0.02392768156250251,0.0005190125138489241
0.05,0,0,3,Ecal,pooled,4,9105,0.31417782572824776,0.20038023538986843,0.3012630422844591,0.3099396313929839,0.3109588042949007,0.023963437378196836,0.0010191729019167395
0.05,0,0,4,Ecal,context_0,0,8650,0.3106427322845233,0.19883564711150917,0.3146820809248555,0.32032886489192186,0.3206703842866283,0.023994057292517038,0.00034151939470643944
0.05,0,0,4,Ecal,context_0,1,8589,0.31236848258124855,0.20011229120853413,0.3251833740831296,0.317764502693571,0.31844936531492074,0.023893412925363813,0.0006848626213497604
0.05,0,0,4,Ecal,context_0,2,10196,0.311251454213063,0.2010881552826998,0.314633189486073,0.3153144083237557,0.31525219513323316,0.02399083363779109,-6.221319052250818e-05
0.05,0,0,4,Ecal,context_0,3,8643,0.3139897415267022,0.1993770511526559,0.32430868911257665,0.31951864109470807,0.3207038505144877,0.023975141198278645,0.0011852094197795993
0.05,0,0,4,Ecal,context_0,4,8711,0.3145618127290903,0.200586855244601,0.31844793938698196,0.31798968366460045,0.31907744445150477,0.023829562893948702,0.0010877607869042717
0.05,0,0,4,Ecal,context_1,0,425,0.29792919171676685,0.1954308093994778,0.27294117647058824,0.30062922439154455,0.2995383603783215,0.023289286035989575,-0.001090864013223087
0.05,0,0,4,Ecal,context_1,1,388,0.2943495400788436,0.19869451697127938,0.31958762886597936,0.3036903470908244,0.3026238558717917,0.022799705807179615,-0.001066491219032671
0.05,0,0,4,Ecal,context_1,2,460,0.30716934487021014,0.21122715404699738,0.26956521739130435,0.30600026405375935,0.30493034522818485,0.023582032375776656,-0.0010699188255745432
0.05,0,0,4,Ecal,context_1,3,388,0.29722589167767505,0.19765013054830288,0.30670103092783507,0.30346236393316506,0.30216159262531195,0.023560130459222867,-0.0013007713078530792
0.05,0,0,4,Ecal,context_1,4,430,0.30483764082173626,0.19699738903394257,0.28604651162790695,0.29630042330123657,0.29725165601040043,0.02319926016335917,0.0009512327091638432
0.05,0,0,4,Ecal,pooled,0,9075,0.310053451973242,0.1986570950779228,0.31272727272727274,0.3194062921963119,0.31968073027439353,0.023961051476095643,0.00027443807808164066
0.05,0,0,4,Ecal,pooled,1,8977,0.3114509155645982,0.20001144521240408,0.32494151721064946,0.31715619564512876,0.3177653620104834,0.023846141190724684,0.0006091663653546191
0.05,0,0,4,Ecal,pooled,2,10656,0.3109352336507536,0.20165192565698697,0.3126876876876877,0.3149123337775659,0.31480661978072544,0.023973186436165094,-0.00010571399684044513
0.05,0,0,4,Ecal,pooled,3,9031,0.3132337927514038,0.19929929866281768,0.32355220905769017,0.3188288132197575,0.31990721713379894,0.023957311039187332,0.0010784039140414221
0.05,0,0,4,Ecal,pooled,4,9141,0.31417782572824776,0.20038023538986843,0.3169237501367465,0.316969403393706,0.3180507417899059,0.023799912946004986,0.0010813383961999303
0.05,0,0,0,Ucal,context_0,0,8644,0.3106427322845233,0.19883564711150917,0.3137436372049977,0.3173248671315876,0.31670423445224155,0.02391747027926047,-0.000620632679346037
0.05,0,0,0,Ucal,context_0,1,8788,0.31236848258124855,0.20011229120853413,0.3153163404642695,0.3126917760776806,0.31229397685648125,0.023401304668111876,-0.0003977992211993738
0.05,0,0,0,Ucal,context_0,2,10055,0.311251454213063,0.2010881552826998,0.31944306315266036,0.32112588389025937,0.32013394275392126,0.023637358490889406,-0.0009919411363381169
0.05,0,0,0,Ucal,context_0,3,8740,0.3139897415267022,0.1993770511526559,0.31498855835240275,0.31542551972108385,0.315596642761195,0.024029345740151253,0.00017112304011116856
0.05,0,0,0,Ucal,context_0,4,8562,0.3145618127290903,0.200586855244601,0.3181499649614576,0.31479935094199013,0.31467928233386977,0.0237893569167887,-0.00012006860812031702
0.05,0,0,0,Ucal,context_1,0,403,0.29792919171676685,0.1954308093994778,0.29280397022332505,0.31828406721205627,0.3170728645386826,0.02259856347536562,-0.0012112026733736838
0.05,0,0,0,Ucal,context_1,1,421,0.2943495400788436,0.19869451697127938,0.33729216152019004,0.3091314300328422,0.30798897635625266,0.02206466994729477,-0.0011424536765895943
0.05,0,0,0,Ucal,context_1,2,487,0.30716934487021014,0.21122715404699738,0.30390143737166325,0.32109170254067476,0.31866795780783563,0.021933056131336125,-0.002423744732839126
0.05,0,0,0,Ucal,context_1,3,393,0.29722589167767505,0.19765013054830288,0.2875318066157761,0.29906813840147195,0.2983194365149539,0.022184535381135368,-0.0007487018865180076
0.05,0,0,0,Ucal,context_1,4,387,0.30483764082173626,0.19699738903394257,0.3152454780361757,0.28774611366965663,0.2875982031072141,0.023195027766595246,-0.0001479105624425627
0.05,0,0,0,Ucal,pooled,0,9047,0.310053451973242,0.1986570950779228,0.3128108765336576,0.31736759484601546,0.31672065513587544,0.023858719373770293,-0.0006469397101400174
0.05,0,0,0,Ucal,pooled,1,9209,0.3114509155645982,0.20001144521240408,0.31632099033554134,0.3125290107736436,0.3120971688197133,0.023340198878399204,-0.0004318419539303199
0.05,0,0,0,Ucal,pooled,2,10542,0.3109352336507536,0.20165192565698697,0.3187250996015936,0.32112430484290144,0.3200662198674914,0.023558626253258743,-0.001058084975410019
0.05,0,0,0,Ucal,pooled,3,9133,0.3132337927514038,0.19929929866281768,0.31380707325084856,0.31472164904785405,0.3148531913153642,0.023949962134425507,0.00013154226751013208
0.05,0,0,0,Ucal,pooled,4,8949,0.31417782572824776,0.20038023538986843,0.3180243602637166,0.3136294321997404,0.31350815956476535,0.02376365511981419,-0.00012127263497501689
0.05,0,0,1,Ucal,context_0,0,8623,0.3106427322845233,0.19883564711150917,0.3198422822683521,0.3210022273549801,0.32058504140703303,0.024005488919368646,-0.0004171859479470304
0.05,0,0,1,Ucal,context_0,1,8713,0.31236848258124855,0.20011229120853413,0.3155055663950419,0.3146143351928123,0.31427767481939206,0.023730431324335235,-0.0003366603734202381
0.05,0,0,1,Ucal,context_0,2,10027,0.311251454213063,0.2010881552826998,0.32073401815099234,0.31980605262802664,0.3188475130475672,0.024065647432874097,-0.0009585395804594768
0.05,0,0,1,Ucal,context_0,3,8728,0.3139897415267022,0.1993770511526559,0.31645279560036665,0.3156931828391609,0.3163488974724747,0.023794860147157645,0.0006557146333137528
0.05,0,0,1,Ucal,context_0,4,8698,0.3145618127290903,0.200586855244601,0.3034030811680846,0.30995870286384225,0.3106173360289843,0.023469252972153184,0.0006586331651419929
0.05,0,0,1,Ucal,context_1,0,391,0.29792919171676685,0.1954308093994778,0.35038363171355497,0.3155530587296047,0.31741196746030426,0.02405605213764264,0.0018589087306995831
0.05,0,0,1,Ucal,context_1,1,393,0.2943495400788436,0.19869451697127938,0.2875318066157761,0.3001317945107552,0.30111253506127206,0.022119529718597142,0.0009807405505168226
0.05,0,0,1,Ucal,context_1,2,468,0.30716934487021014,0.21122715404699738,0.26282051282051283,0.28690505787157095,0.28779064187318343,0.022159147728035528,0.0008855840016124595
0.05,0,0,1,Ucal,context_1,3,427,0.29722589167767505,0.19765013054830288,0.25995316159250587,0.2764636569719683,0.2785617172089896,0.021850329314509028,0.002098060237021301
0.05,0,0,1,Ucal,context_1,4,412,0.30483764082173626,0.19699738903394257,0.3058252427184466,0.3230446806014742,0.32293739936594823,0.02201286322737872,-0.00010728123552590898
0.05,0,0,1,Ucal,pooled,0,9014,0.310053451973242,0.1986570950779228,0.3211670734413135,0.3207658589355745,0.3204474030763063,0.0240076821985283,-0.00031845585926821684
0.05,0,0,1,Ucal,pooled,1,9106,0.3114509155645982,0.20001144521240408,0.3142982648802987,0.31398929252994734,0.31370948901608203,0.02366090745753806,-0.00027980351386530016
0.05,0,0,1,Ucal,pooled,2,10495,0.3109352336507536,0.20165192565698697,0.318151500714626,0.31833890965079736,0.3174626044520825,0.023980631533696922,-0.0008763051987148683
0.05,0,0,1,Ucal,pooled,3,9155,0.3132337927514038,0.19929929866281768,0.3138175860185691,0.31386347147430116,0.3145864588080828,0.023704164935192496,0.0007229873337815981
0.05,0,0,1,Ucal,pooled,4,9110,0.31417782572824776,0.20038023538986843,0.3035126234906696,0.3105505165661369,0.3111745112314902,0.02340338770597897,0.0006239946653532799
0.05,0,0,2,Ucal,context_0,0,8664,0.3106427322845233,0.19883564711150917,0.3195983379501385,0.3191019764569066,0.3184594079673235,0.024018228111501838,-0.0006425684895830802
0.05,0,0,2,Ucal,context_0,1,8797,0.31236848258124855,0.20011229120853413,0.3149937478685916,0.3117969540941169,0.3117033246829657,0.023537924635141254,-9.362941115122295e-05
0.05,0,0,2,Ucal,context_0,2,9981,0.311251454213063,0.2010881552826998,0.3115920248472097,0.31794546138319413,0.3168151182360561,0.02382528585178018,-0.001130343147137996
0.05,0,0,2,Ucal,context_0,3,8763,0.3139897415267022,0.1993770511526559,0.3166723724751797,0.315784939187793,0.3158474470720734,0.02355573674853928,6.250788428039838e-05
0.05,0,0,2,Ucal,context_0,4,8584,0.3145618127290903,0.200586855244601,0.31395619757688725,0.31580304282475247,0.31587743421952275,0.023805292052373497,7.439139477026762e-05
0.05,0,0,2,Ucal,context_1,0,418,0.29792919171676685,0.1954308093994778,0.2822966507177033,0.2966353395624024,0.29615587026379897,0.022819255222176517,-0.000479469298603432
0.05,0,0,2,Ucal,context_1,1,401,0.2943495400788436,0.19869451697127938,0.2967581047381546,0.2972397457000026,0.2978308159774378,0.02237504554164603,0.0005910702774352267
0.05,0,0,2,Ucal,context_1,2,477,0.30716934487021014,0.21122715404699738,0.32075471698113206,0.31965392714745094,0.3201782350239014,0.02319014889802647,0.0005243078764504606
0.05,0,0,2,Ucal,context_1,3,397,0.29722589167767505,0.19765013054830288,0.2695214105793451,0.2833829902356458,0.2835037717103057,0.02320411785796604,0.00012078147465996538
0.05,0,0,2,Ucal,context_1,4,398,0.30483764082173626,0.19699738903394257,0.2814070351758794,0.2930715701650435,0.2949078883133342,0.022495150331807927,0.0018363181482906918
0.05,0,0,2,Ucal,pooled,0,9082,0.310053451973242,0.1986570950779228,0.31788152389341556,0.3180679471437704,0.31743288531151276,0.023963045258855065,-0.000635061832257657
0.05,0,0,2,Ucal,pooled,1,9198,0.3114509155645982,0.20001144521240408,0.3141987388562731,0.311162311719031,0.31109853277266813,0.023487227253483112,-6.377894636288133e-05
0.05,0,0,2,Ucal,pooled,2,10458,0.3109352336507536,0.20165192565698697,0.31200994454006503,0.3180233862416327,0.316968513407963,0.02379631661034391,-0.0010548728336696757
0.05,0,0,2,Ucal,pooled,3,9160,0.3132337927514038,0.19929929866281768,0.31462882096069866,0.3143806189111552,0.3144456524084684,0.023540497370858324,6.503349731322459e-05
0.05,0,0,2,Ucal,pooled,4,8982,0.31417782572824776,0.20038023538986843,0.31251391672233353,0.3147957920878827,0.31494825594400916,0.02374723856709348,0.0001524638561264387
0.05,0,0,3,Ucal,context_0,0,8813,0.3106427322845233,0.19883564711150917,0.3181663451719051,0.3168741971149518,0.31571482615916313,0.023908357485171065,-0.0011593709557886685
0.05,0,0,3,Ucal,context_0,1,8832,0.31236848258124855,0.20011229120853413,0.31499094202898553,0.31768471604310977,0.3172057151964839,0.023824010615446266,-0.0004790008466258861
0.05,0,0,3,Ucal,context_0,2,9991,0.311251454213063,0.2010881552826998,0.31858672805524973,0.3173401844867201,0.31618105402392865,0.02369215905748801,-0.0011591304627914304
0.05,0,0,3,Ucal,context_0,3,8619,0.3139897415267022,0.1993770511526559,0.30873651235642185,0.3146466935026022,0.3145819653963625,0.023817764488946784,-6.47281062396915e-05
0.05,0,0,3,Ucal,context_0,4,8534,0.3145618127290903,0.200586855244601,0.3045465198031404,0.31212413902973957,0.31236937961719874,0.02382065020608289,0.00024524058745914245
0.05,0,0,3,Ucal,context_1,0,396,0.29792919171676685,0.1954308093994778,0.32575757575757575,0.3217567822924166,0.3204867008584316,0.023446778973477488,-0.0012700814339849683
0.05,0,0,3,Ucal,context_1,1,374,0.2943495400788436,0.19869451697127938,0.2700534759358289,0.2944708013120182,0.2939907348450811,0.02387905689510442,-0.00048006646693709063
0.05,0,0,3,Ucal,context_1,2,472,0.30716934487021014,0.21122715404699738,0.2966101694915254,0.3091512384934951,0.305494378715501,0.023393564282618542,-0.003656859777994075
0.05,0,0,3,Ucal,context_1,3,429,0.29722589167767505,0.19765013054830288,0.30303030303030304,0.3054450291332665,0.3029674470841468,0.02366281401920664,-0.0024775820491197225
0.05,0,0,3,Ucal,context_1,4,420,0.30483764082173626,0.19699738903394257,0.33095238095238094,0.31520642414689065,0.3143501514835017,0.0239791352556841,-0.0008562726633889335
0.05,0,0,3,Ucal,pooled,0,9209,0.310053451973242,0.1986570950779228,0.31849277880334453,0.3170841551701452,0.3159200235075083,0.023888508957575164,-0.0011641316626369402
0.05,0,0,3,Ucal,pooled,1,9206,0.3114509155645982,0.20001144521240408,0.31316532696067784,0.31674163499711494,0.31626259085894043,0.02382624690792858,-0.0004790441381744838
0.05,0,0,3,Ucal,pooled,2,10463,0.3109352336507536,0.20165192565698697,0.3175953359457135,0.3169707701209739,0.3156989637299807,0.023678689045661727,-0.001271806390993251
0.05,0,0,3,Ucal,pooled,3,9048,0.3132337927514038,0.19929929866281768,0.3084659593280283,0.31421040769198716,0.3140312770281109,0.023810417699433244,-0.0001791306638762447
0.05,0,0,3,Ucal,pooled,4,8954,0.31417782572824776,0.20038023538986843,0.30578512396694213,0.31226871796085454,0.31246229051555113,0.023828084170884375,0.00019357255469655682
0.05,0,0,4,Ucal,context_0,0,8774,0.3106427322845233,0.19883564711150917,0.3087531342603146,0.31871925742588963,0.31801455334705264,0.023761974246675713,-0.0007047040788369758
0.05,0,0,4,Ucal,context_0,1,8656,0.31236848258124855,0.20011229120853413,0.3204713493530499,0.31637225187746826,0.31614084224528227,0.02381369452128157,-0.00023140963218596638
0.05,0,0,4,Ucal,context_0,2,10154,0.311251454213063,0.2010881552826998,0.3147528067756549,0.3149654163975509,0.3138265299926493,0.023797119171122007,-0.0011388864049015491
0.05,0,0,4,Ucal,context_0,3,8632,0.3139897415267022,0.1993770511526559,0.3192771084337349,0.317715889154532,0.3177026712462527,0.023557840179707218,-1.3217908279336747e-05
0.05,0,0,4,Ucal,context_0,4,8573,0.3145618127290903,0.200586855244601,0.3183249737548116,0.31956138758964997,0.31956687481754736,0.023501603291073404,5.4872278973614896e-06
0.05,0,0,4,Ucal,context_1,0,434,0.29792919171676685,0.1954308093994778,0.30414746543778803,0.3112639555286977,0.30796157796159046,0.023363708985984447,-0.003302377567107227
0.05,0,0,4,Ucal,context_1,1,390,0.2943495400788436,0.19869451697127938,0.3128205128205128,0.307553594521223,0.3066451720320261,0.023015925923410136,-0.0009084224891968263
0.05,0,0,4,Ucal,context_1,2,459,0.30716934487021014,0.21122715404699738,0.2875816993464052,0.31252623032900245,0.3112007022748066,0.022970702745931423,-0.0013255280541958113
0.05,0,0,4,Ucal,context_1,3,385,0.29722589167767505,0.19765013054830288,0.3116883116883117,0.31161267451651686,0.30981409822578554,0.023902858368592798,-0.0017985762907313063
0.05,0,0,4,Ucal,context_1,4,423,0.30483764082173626,0.19699738903394257,0.28132387706855794,0.2894568418639208,0.29004324202912357,0.02304749704383305,0.0005864001652027698
0.05,0,0,4,Ucal,pooled,0,9208,0.310053451973242,0.1986570950779228,0.30853605560382275,0.3183678672191801,0.31754072718314186,0.02374320283886294,-0.0008271400360382453
0.05,0,0,4,Ucal,pooled,1,9046,0.3114509155645982,0.20001144521240408,0.3201414990050851,0.31599205329589236,0.31573145562322064,0.0237793003411832,-0.00026059767267173195
0.05,0,0,4,Ucal,pooled,2,10613,0.3109352336507536,0.20165192565698697,0.3135776877414492,0.314859924415504,0.3137129659747006,0.023761377614619373,-0.001146958440803374
0.05,0,0,4,Ucal,pooled,3,9017,0.3132337927514038,0.19929929866281768,0.31895308861040256,0.31745529942007095,0.317365851837039,0.02357257146535887,-8.944758303191612e-05
0.05,0,0,4,Ucal,pooled,4,8996,0.31417782572824776,0.20038023538986843,0.31658514895509116,0.31814584481041663,0.3181786470863887,0.023480250807460388,3.2802275972082225e-05
0.05,0,1,0,Ecal,context_0,0,8559,0.3106427322845233,0.19883564711150917,0.3072788877205281,0.3148128154446782,0.3153957800809322,0.00735416178487525,0.0005829646362539958
0.05,0,1,0,Ecal,context_0,1,8664,0.31236848258124855,0.20011229120853413,0.3066712834718375,0.31410867010440163,0.3144888197633396,0.006903352908425602,0.00038014965893791875
0.05,0,1,0,Ecal,context_0,2,10192,0.311251454213063,0.2010881552826998,0.3180926216640502,0.31500027780940104,0.31450679640211104,0.0070037232412351914,-0.0004934814072899766
0.05,0,1,0,Ecal,context_0,3,8950,0.3139897415267022,0.1993770511526559,0.3129608938547486,0.31103081013403794,0.3120879153824052,0.007019451308693716,0.0010571052483673202
0.05,0,1,0,Ecal,context_0,4,8794,0.3145618127290903,0.200586855244601,0.32476688651353197,0.32270087850442564,0.32174102599909016,0.006831066667605111,-0.0009598525053354889
0.05,0,1,0,Ecal,context_1,0,417,0.29792919171676685,0.1954308093994778,0.31894484412470026,0.3042006247835479,0.30366071152815716,0.008241343925867846,-0.0005399132553907893
0.05,0,1,0,Ecal,context_1,1,408,0.2943495400788436,0.19869451697127938,0.22549019607843138,0.2899877859242991,0.2902884263837454,0.008013591554938066,0.00030064045944634606
