prevalence,kappa,trial,repeat,model,group,amount_ks,amount_lag1_acf_error,amount_scaled_w1,gap_conditioned_mark_tv,gap_ks,gap_lag1_acf_error,gap_repeat_mi_error,gap_scaled_w1,gap_zero_rate_error,length_scaled_w1,mark_sparse_tv,short_gap_repeat_curve_l1,transition_conditioned_mark_tv
0.05,0,0,3,Ugap,context_1,0.028268849681935278,0.027568208567867424,0.058794757702467976,0.06674585116414328,0.045190315825750796,0.037821900638234984,0.0011760368453538673,0.06212767751529028,0.0,0.08430261832829809,0.04459206198904076,0.020276707628744204,0.16349773721529134
0.05,0,0,3,Ugap,pooled,0.029481015868526472,0.0012907161763525152,0.05963582204821391,0.019781297654765002,0.024183130787723384,0.0330347743595719,4.330738935540233e-05,0.05190369052579652,0.0,0.011237280152187418,0.015433385867345273,0.005540669084930339,0.04561597972172277
0.05,0,0,4,Ugap,context_0,0.03206742020230874,0.0017867504123928377,0.06074509858566158,0.021978084957392476,0.021321707327297407,0.03611112407552078,5.791363959943064e-05,0.051626219706043225,0.0,0.012005443162906044,0.017171043672883336,0.005477497288526088,0.04871440488292388
0.05,0,0,4,Ugap,context_1,0.042739048876111255,0.015713660983455627,0.06612570844123244,0.07919413778381233,0.036029521023209006,0.002317061658174288,0.00035509652928965947,0.05711160803910832,0.0,0.08430261832829809,0.057706311163562,0.01702144686560666,0.17436991792801723
0.05,0,0,4,Ugap,pooled,0.03220370629663688,0.0010039568145596416,0.06098367496025222,0.01864297351232844,0.021957222384752145,0.03458330277369186,5.693477889519833e-05,0.051471614313905734,0.0,0.011237280152187418,0.014388885476759886,0.005143485964410317,0.0455881335890451
0.05,0,0,0,Ucal,context_0,0.02891408094413861,0.003483206680516601,0.05898832538566311,0.01677192713780232,0.020970024497113327,0.022176126592914014,5.396522815471648e-06,0.05155249096316052,0.0,0.012005443162906044,0.01137754964181831,0.0037725858878624283,0.045098354643112126
0.05,0,0,0,Ucal,context_1,0.02171310215969123,0.028802535973625837,0.04786421746098977,0.07963126199383196,0.03292408219735707,0.018878800743434884,0.0006652968705220939,0.05229958740908163,0.0,0.08430261832829809,0.04952287279172564,0.014190714344956216,0.17500479120667364
0.05,0,0,0,Ucal,pooled,0.028042229065369573,0.0021225794538937102,0.05837247538711214,0.014763590865443876,0.020824956489638335,0.02205517798972577,7.085235428949763e-06,0.05149440978264866,0.0,0.011237280152187418,0.00795420617331206,0.003977718013023085,0.045784114943622084
0.05,0,0,1,Ucal,context_0,0.03291327810101691,0.004045052145301031,0.06193749552324519,0.01858560903344139,0.01963040985959072,0.026705243461539713,8.38188968196513e-05,0.051441984401857786,0.0,0.012005443162906044,0.01484251502437282,0.00709317012386668,0.04982231156744514
0.05,0,0,1,Ucal,context_1,0.03644815685872191,0.016478147784894134,0.0743281561756349,0.08656567959873307,0.041767215706253205,0.01812822082730177,0.002519789311914391,0.06060048170747504,0.0,0.08430261832829809,0.04124114640433122,0.028535052463899847,0.1766341835557513
0.05,0,0,1,Ucal,pooled,0.03157091304755294,0.003363957726724171,0.06140031959947838,0.018290236014017948,0.019452088586334626,0.02633543258417441,7.619952427551113e-05,0.05144640708392152,0.0,0.011237280152187418,0.01217832054348853,0.006485921681342075,0.04904881577529845
0.05,0,0,2,Ucal,context_0,0.033059304458794625,0.004909611151473186,0.06316879537005776,0.015585227559266484,0.02011801433005861,0.025771658090631644,1.172413403328714e-05,0.051362791281832694,0.0,0.012005443162906044,0.009177030991137838,0.0030308597067497324,0.04683821483671962
0.05,0,0,2,Ucal,context_1,0.04443783070718428,0.017694192621083744,0.06928807593803261,0.0774005170227813,0.03388056235039389,0.08975866201846786,0.0007334716520351024,0.052588450343582054,0.0,0.08430261832829809,0.05184609623010668,0.016494810661228546,0.18228195513661835
0.05,0,0,2,Ucal,pooled,0.03177124302418155,0.0036568815685535947,0.06318314173444925,0.016075762947021035,0.020327681379001816,0.028562822885477193,4.5700286062479775e-06,0.051305677344317055,0.0,0.011237280152187418,0.01017614843524373,0.0029328582778328487,0.04518678610092559
0.05,0,0,3,Ucal,context_0,0.03057884214825901,0.002643885952403695,0.05974998904223289,0.022962189637787424,0.02471720435804492,0.032931745756863307,6.464687804903015e-05,0.052277255160777567,0.0,0.012005443162906044,0.017283308349590677,0.006552094944555335,0.048192227941075194
0.05,0,0,3,Ucal,context_1,0.028268849681935278,0.02769220109313033,0.05882375595193764,0.06739309548230044,0.045190315825750796,0.037821900638234984,0.0010132514938121892,0.06212767751529028,0.0,0.08430261832829809,0.04464341503861722,0.018788181193536924,0.16449344165865898
0.05,0,0,3,Ucal,pooled,0.029481015868526472,0.0012686339641386059,0.05962583473663709,0.020073720378263746,0.024161799729702893,0.033193275638965916,5.1771892417997074e-05,0.051906737434544804,0.0,0.011237280152187418,0.015801273375520546,0.0059944139182582885,0.045675371550222964
0.05,0,0,4,Ucal,context_0,0.03209341376596253,0.0017941430300581376,0.06074732383424923,0.022072713009607732,0.021299380416672037,0.03603312799438682,3.5330683701008435e-05,0.05163850387608006,0.0,0.012005443162906044,0.017320785902331187,0.0045103034670076056,0.04876934416128319
0.05,0,0,4,Ucal,context_1,0.042739048876111255,0.01576194938664624,0.06610628923355615,0.0799844089326278,0.036029521023209006,0.0015997227827864308,0.00033169979652038174,0.05658229384459437,0.0,0.08430261832829809,0.05862332170918328,0.01651341516062083,0.1735388691752919
0.05,0,0,4,Ucal,pooled,0.03220370629663688,0.0010084551115932395,0.06098457120422378,0.01857558189254126,0.021935891326731682,0.03448547595129291,3.415684414718572e-05,0.05148697480536463,0.0,0.011237280152187418,0.014286694502266772,0.004194745312748328,0.04554710060511484
0.05,0,0,0,Egap,context_0,0.03601539039618734,0.004406615146057798,0.06645440092783762,0.01855966773761604,0.02020523629100668,0.021042347241657072,7.350405024548055e-06,0.05134458676981971,0.0,0.012005443162906044,0.013527348425408016,0.005355776540130424,0.046214952334371236
0.05,0,0,0,Egap,context_1,0.02991312268943552,0.029190649515577177,0.051305092086699304,0.09242571772112931,0.03098477498367366,0.020124498027485768,0.000988719046499768,0.050934736155341845,0.0,0.08430261832829809,0.06283295208714576,0.015972293836526083,0.17553101902195584
0.05,0,0,0,Egap,pooled,0.03512986857710537,0.0029940829897370158,0.06568976945765059,0.01809951879012962,0.02028292780989782,0.021024360210373766,1.335293426812424e-05,0.05122675784267536,0.0,0.011237280152187418,0.012504216332720208,0.005842392888028292,0.0459244400111782
0.05,0,0,1,Egap,context_0,0.03964761521915161,0.0031515424131091595,0.06959417781868713,0.017760448161455177,0.02228525459827646,0.026040700041843196,5.8912913552411556e-05,0.052141779060307133,0.0,0.012005443162906044,0.012232587881000057,0.007150818627193233,0.048495076340531955
0.05,0,0,1,Egap,context_1,0.03423974621609788,0.0181626241668525,0.07072954986107861,0.0879786829384095,0.03889777524714273,0.0005105566836398345,0.003622656884652791,0.05882126101238539,0.0,0.08430261832829809,0.04770124528563226,0.03190421621536289,0.17716289896598944
0.05,0,0,1,Egap,pooled,0.038350734790996155,0.0024268572728873656,0.06880281688567472,0.018495328416000184,0.02305703739179532,0.024898456268901956,5.312763806861035e-05,0.05223307823966318,0.0,0.011237280152187418,0.01167858708274582,0.007269309947991566,0.04833941131503488
0.05,0,0,2,Egap,context_0,0.04037532703291341,0.005690682586538534,0.07075359242893144,0.016607253367330627,0.020901989284279998,0.023601524798950738,1.818901858574259e-05,0.05186550642144294,0.0,0.012005443162906044,0.01044363106516405,0.003694207905372141,0.04746436397533734
0.05,0,0,2,Egap,context_1,0.0456030572220433,0.019263445145468232,0.07418913109117184,0.07810616133070852,0.02920105187843462,0.08264147413056488,0.0006683627155278926,0.055156640197613856,0.0,0.08430261832829809,0.04901301446933856,0.011048810777846543,0.1814447581275781
0.05,0,0,2,Egap,pooled,0.03909996038295077,0.0043488428044648935,0.07074569143175409,0.01631357883219649,0.021237512560382754,0.02622763800058793,8.82210431219719e-06,0.051861601725323184,0.0,0.011237280152187418,0.011618243616482631,0.003569449915478126,0.045017122903414544
0.05,0,0,3,Egap,context_0,0.03770442246283656,0.0036320123817320917,0.06711364847924227,0.020533772680689684,0.02016058246975594,0.029760770407327525,8.596631726334297e-05,0.05134180854320602,0.0,0.012005443162906044,0.014673940368175382,0.006718330335492074,0.04845616604299868
0.05,0,0,3,Egap,context_1,0.031138423665642647,0.027145424646693644,0.06459546930699991,0.07395871741647728,0.04614679597878762,0.026268053485160786,0.000733454908341203,0.061210405931439456,0.0,0.08430261832829809,0.04687012917041989,0.01774616877129761,0.17035057912162113
0.05,0,0,3,Egap,pooled,0.037064489672227474,0.0022447412530790453,0.06687792472544236,0.019442041411635084,0.019920299823549703,0.029615337203648714,7.192837388042095e-05,0.05132185850696067,0.0,0.011237280152187418,0.01511332886853643,0.006159079218604533,0.045905818056434504
0.05,0,0,4,Egap,context_0,0.04015012232804366,0.002119509043419413,0.06841031851385258,0.02045900323584284,0.02085271669914257,0.03733713768835578,5.633176666161664e-05,0.05126542213446661,0.0,0.012005443162906044,0.016231868480571805,0.006869706015099194,0.047899446582918954
0.05,0,0,4,Egap,context_1,0.052537956645517817,0.011909360067722858,0.07491499187420772,0.08415357871089328,0.030928272729202486,0.0009864262872432833,0.0009145838995746198,0.05879564810991408,0.0,0.08430261832829809,0.05816481643637265,0.02250315742571212,0.17263942464157972
0.05,0,0,4,Egap,pooled,0.04022249371373793,0.00149508958094818,0.0686759514042423,0.019776036619476516,0.02062422473822545,0.035612368018974924,7.283456534496114e-05,0.051239265722722464,0.0,0.011237280152187418,0.01638027092250579,0.006224586481211449,0.04615936620174216
0.05,0,0,0,Ecal,context_0,0.03597260690205939,0.004418770032813109,0.06645785954712234,0.018348710857959877,0.020249890112257418,0.021128417418011525,5.2773676665775866e-06,0.05133132267126202,0.0,0.012005443162906044,0.013505956678344028,0.0055899755742903024,0.046004784136990724
0.05,0,0,0,Ecal,context_1,0.029454617416624883,0.028851979441806355,0.0512236970374735,0.09209611691201981,0.03098477498367366,0.021446998880607263,0.0010471220594319892,0.051083900953085196,0.0,0.08430261832829809,0.060998930995903165,0.01736058358121196,0.17601900371169904
0.05,0,0,0,Ecal,pooled,0.03510574204999062,0.0030210471432176363,0.06568860040433198,0.01798330773704452,0.020325589925938803,0.02116464589500966,1.1138075903869291e-05,0.05121323843553493,0.0,0.011237280152187418,0.01244290174802432,0.006082785135097319,0.045669798717001005
0.05,0,0,1,Ecal,context_0,0.03964761521915161,0.0031691457326586815,0.06958047994412304,0.017948507228867993,0.02228525459827646,0.025973455820210545,5.577491227604499e-05,0.05214275693852747,0.0,0.012005443162906044,0.012425113604575877,0.007332016636112524,0.048315200320000064
0.05,0,0,1,Ecal,context_1,0.03423974621609788,0.01778138273381484,0.07063288634477756,0.08735880652091997,0.03889777524714273,0.0005105566836398345,0.0037748410834752507,0.05882126101238539,0.0,0.08430261832829809,0.047775033019437134,0.03192110799061789,0.17807981800653594
0.05,0,0,1,Ecal,pooled,0.03837431685417303,0.0024590297175312937,0.06878629515304668,0.01865191957255848,0.02305703739179532,0.024834201295644134,5.763739685019846e-05,0.052233849136754586,0.0,0.011237280152187418,0.011893054815218511,0.007442712999797533,0.04820759796332014
0.05,0,0,2,Ecal,context_0,0.04046089402116937,0.005682418555866298,0.07075242802940636,0.016880316862643727,0.020901989284279998,0.023930729928742206,1.7476161028324945e-05,0.0518696294480962,0.0,0.012005443162906044,0.010600036789705393,0.0033573116199121277,0.047475510905534465
0.05,0,0,2,Ecal,context_1,0.0457281980054246,0.01934745429976347,0.07422015124907966,0.0781116362495124,0.02920105187843462,0.08264147413056488,0.0007909908897236772,0.055156640197613856,0.0,0.08430261832829809,0.05137726296967174,0.012967972880032815,0.1824190618431863
0.05,0,0,2,Ecal,pooled,0.03918171316254532,0.0043366902047327315,0.07074571036422984,0.016381187520860714,0.021237512560382754,0.026542140944898554,7.165785727284021e-06,0.051865821071371006,0.0,0.011237280152187418,0.011679558201178511,0.003135441705940583,0.04509861802951742
0.05,0,0,3,Ecal,context_0,0.03770442246283656,0.0036191781202862734,0.06709313227247742,0.020540924051130414,0.02016058246975594,0.029889239512479848,8.597308919675218e-05,0.05135424613410473,0.0,0.012005443162906044,0.01454558988579148,0.0067903456645396956,0.04847001075297546
0.05,0,0,3,Ecal,context_1,0.031094300207403204,0.02704428360912755,0.06458559205997007,0.07437879512292042,0.04662503605530603,0.025341959623435675,0.0007257959117627851,0.062360823971116,0.0,0.08430261832829809,0.04732863444323052,0.017366591807088244,0.16997812577944132
0.05,0,0,3,Ecal,pooled,0.037011290240333394,0.002237030464744897,0.06685780306989733,0.01949211580161642,0.019898968765529212,0.029698568387238458,7.309408877438292e-05,0.051343987061186605,0.0,0.011237280152187418,0.015031576088941916,0.006254146588383032,0.046114544611327746
0.05,0,0,4,Ecal,context_0,0.04015012232804366,0.0021036886889112425,0.06839119747623167,0.020570657294765263,0.02085271669914257,0.03738652933369141,4.2247179292273116e-05,0.051268006447149905,0.0,0.012005443162906044,0.016509961192403607,0.006884477974602812,0.04782664456584379
0.05,0,0,4,Ecal,context_1,0.052537956645517817,0.011805197572035039,0.07486621883052981,0.08415293097762583,0.030928272729202486,0.0009864262872432833,0.0008336605413283473,0.05879564810991408,0.0,0.08430261832829809,0.05816481643637265,0.02341567663141648,0.17245905144764753
0.05,0,0,4,Ecal,pooled,0.040248706688431723,0.0014845674135641053,0.06865541552306706,0.01949914517942831,0.02062422473822545,0.035659186890849306,5.729138371687707e-05,0.051242186433743626,0.0,0.011237280152187418,0.01615545077862085,0.006189516039431093,0.04613012198602316
0.05,0,1,0,Ugap,context_0,0.04686181750339319,0.004222289739922186,0.07542151043563095,0.016095121472175546,0.023954030556572192,0.01774984228571673,0.00012331367944489732,0.05260616936027033,0.0,0.01467000997266243,0.011113591832393771,0.006220193958053418,0.04707090383549026
0.05,0,1,0,Ugap,context_1,0.05763680254158499,0.028896814042036263,0.08126599738755391,0.08669057204945335,0.030651166567822366,0.018140835256050897,0.0032579079016824843,0.05935282697620105,0.0,0.028717506058895774,0.04595137898866454,0.030292351451601397,0.18660439989991684
0.05,0,1,0,Ugap,pooled,0.04708155941878861,0.005311952511549834,0.07565455383121325,0.016080851255419335,0.02406349513328021,0.017763902912083504,0.00015750398933114004,0.05250278164909247,0.0,0.014722275239418995,0.010087525681986271,0.006692013948931384,0.0460010298731997
0.05,0,1,1,Ugap,context_0,0.04565717765708177,0.0005218920527309294,0.07409071232704323,0.018205222500892047,0.02535660543258267,0.02005985521871488,5.404172753662519e-05,0.05289578864196937,0.0,0.01467000997266243,0.013526462591203929,0.006027761823479688,0.04911605551956522
0.05,0,1,1,Ugap,context_1,0.05502688491113732,1.6039905339004096e-05,0.0898993989549295,0.06017755655905006,0.03189771214406823,0.047955306298114564,0.0006277232616999859,0.05800379879404055,0.0,0.028717506058895774,0.03456554688190508,0.018288510005973535,0.16942782032896636
0.05,0,1,1,Ugap,pooled,0.04567426909066785,0.0004887200424866174,0.07474542248270952,0.018240322782897396,0.024676849334756445,0.02139779310965252,4.4300681932919414e-05,0.052518991245511806,0.0,0.014722275239418995,0.013899890664217512,0.005314412441042743,0.04887273771611438
0.05,0,1,2,Ugap,context_0,0.043206203750198346,0.0012772280443133642,0.07510632270983507,0.019293621440227133,0.020241346015855144,0.01487440401825807,6.67280896514976e-05,0.051370303856646385,0.0,0.01467000997266243,0.011648151724290798,0.005365159442350409,0.04884264013024908
0.05,0,1,2,Ugap,context_1,0.030168655055509523,0.011866324706868133,0.06495314653728373,0.07656111311609558,0.03352482878608535,0.0383817220101835,9.389545525460656e-05,0.053270949199606635,0.0,0.028717506058895774,0.056099883720292426,0.01149519134473672,0.17083045502424252
0.05,0,1,2,Ugap,pooled,0.04159312776907964,0.001981276828922925,0.07413140312353982,0.019050201123761528,0.0205737212283289,0.015865117693375716,6.083741018038163e-05,0.05128154322501809,0.0,0.014722275239418995,0.010794900899957906,0.005068439779525301,0.04762655441933049
0.05,0,1,3,Ugap,context_0,0.04495025855116469,0.004383427409048085,0.07084491158755313,0.016913580223349677,0.021496048758923914,0.03434952487257223,3.9639126980755884e-05,0.051515887873659835,0.0,0.01467000997266243,0.012999333335201705,0.005759991509658715,0.044112602900653754
0.05,0,1,3,Ugap,context_1,0.041776551263642,0.002270770248801216,0.06749749026593875,0.08912985848223,0.033603699155681004,0.023459078838265562,0.0014116631280646785,0.05600463313666674,0.0,0.028717506058895774,0.0660757473259993,0.024526139899262996,0.17811107615515048
0.05,0,1,3,Ugap,pooled,0.04432506804487624,0.004089520300289398,0.07069013700854795,0.016928750259506357,0.021652273990006188,0.03383843194952317,4.1767893239457506e-05,0.05152685178303826,0.0,0.014722275239418995,0.013112935445491518,0.006404537469481452,0.04486445773612186
0.05,0,1,4,Ugap,context_0,0.044040189720659595,0.003294252923273296,0.07253793737260406,0.01862221209759144,0.022138115543919756,0.02347174283037151,5.6813151743191376e-05,0.05209615104960225,0.0,0.01467000997266243,0.01149654146666712,0.00519264229476273,0.04910346707951214
0.05,0,1,4,Ugap,context_1,0.031139245388070166,0.017345406147036294,0.06675986981873902,0.07854182304456932,0.0459597699593713,0.036509591084812776,0.0004824080085246091,0.07556697486298253,0.0,0.028717506058895774,0.03751260384833074,0.014539761793246316,0.17333038865836375
0.05,0,1,4,Ugap,pooled,0.04288635373413996,0.003783168291840373,0.07184327627881569,0.018973161266257057,0.02264633079929529,0.02411759302715545,6.0896748303196704e-05,0.05235283972999456,0.0,0.014722275239418995,0.011191209694044,0.005087775122808096,0.04698111834937272
0.05,0,1,0,Ucal,context_0,0.04686181750339319,0.004242917263376511,0.0753907283502405,0.016158647601751095,0.023821166675618233,0.017623168161846975,0.00010882571039035706,0.05255021630642978,0.0,0.01467000997266243,0.011389506595956068,0.005994947434964275,0.04711931306718559
0.05,0,1,0,Ucal,context_1,0.057184927259162945,0.028717048765421485,0.08128919305123918,0.0865143166836563,0.030651166567822366,0.018610661458081976,0.003003941973929243,0.05935657135395545,0.0,0.028717506058895774,0.04775888011835277,0.026293953873691836,0.18676740179438184
0.05,0,1,0,Ucal,pooled,0.047101831469711974,0.005324020147222425,0.07562505125640959,0.01638366895493348,0.02383084353961673,0.01766607346040451,0.00014209751421188585,0.05244735324667158,0.0,0.014722275239418995,0.010401161362312183,0.0064841753310826465,0.04573004048974789
0.05,0,1,1,Ucal,context_0,0.045635953444500055,0.0005153629619166313,0.07409076922304013,0.0176045930483388,0.025334461452423684,0.020163019511822144,3.8574911182397966e-05,0.052889944689771755,0.0,0.01467000997266243,0.012826063576007385,0.005888698883590686,0.04871574861937532
0.05,0,1,1,Ucal,context_1,0.05479028796686829,0.0003456813479710283,0.08981402232086458,0.0645012431528335,0.031426458609666724,0.047503466890075896,0.0007053994693348343,0.05781529679895417,0.0,0.028717506058895774,0.03820068023883399,0.023161260014544095,0.1720432205557726
0.05,0,1,1,Ucal,pooled,0.04565399703974449,0.0004658464119111686,0.07473709706788342,0.017758973889658424,0.024676849334756445,0.02147344579012661,2.657255930087031e-05,0.05252252089242955,0.0,0.014722275239418995,0.013122317925332336,0.005013231999528614,0.048498186836024075
0.05,0,1,2,Ucal,context_0,0.043163755325034914,0.0012444386244865296,0.07510531006698905,0.019186000256148604,0.020042050194424177,0.015061991560469154,7.032685734206112e-05,0.051356687247209,0.0,0.01467000997266243,0.01145713381105537,0.005272876179479252,0.048522956818994954
0.05,0,1,2,Ucal,context_1,0.030168655055509523,0.011853141551781023,0.06485847480975485,0.07758980974646527,0.03352482878608535,0.0383817220101835,0.00011019740563244563,0.053270949199606635,0.0,0.028717506058895774,0.05790738484998065,0.012616737049353437,0.17209204895685473
0.05,0,1,2,Ucal,pooled,0.04157285571815622,0.0019490153712468908,0.0741270941563465,0.01890546706614368,0.020383369924422468,0.016044623656820967,6.575854755889099e-05,0.05126711311781311,0.0,0.014722275239418995,0.010713812696264344,0.005061596057254662,0.047536789078462004
0.05,0,1,3,Ucal,context_0,0.045013931188909784,0.004377787225523685,0.07084427058142928,0.01634540506853317,0.021518192739082898,0.03436437999753367,2.3225929399119224e-05,0.051528458945014115,0.0,0.01467000997266243,0.01259607329614914,0.004960816601665519,0.04381013565531333
0.05,0,1,3,Ucal,context_1,0.041776551263642,0.002276484470262758,0.06755431216035046,0.08766700658346309,0.033603699155681004,0.023459078838265562,0.001581553551962744,0.05600463313666674,0.0,0.028717506058895774,0.06426824619631114,0.023017489719205517,0.17896292821907772
0.05,0,1,3,Ucal,pooled,0.044385884197646386,0.004083667185365432,0.07069155792325006,0.016731305857080214,0.021673424134884656,0.03385271161376628,2.830678572271982e-05,0.051541278341466275,0.0,0.014722275239418995,0.01266695032517692,0.005703215658867576,0.04463459549153397
0.05,0,1,4,Ucal,context_0,0.04399774129549616,0.0033227995218061217,0.07253883124485172,0.018609198821865812,0.022115971563760772,0.023579245992539896,5.5356584315972076e-05,0.05207679520732927,0.0,0.01467000997266243,0.011963474143464829,0.005412406719933669,0.0491141806930167
0.05,0,1,4,Ucal,context_1,0.03159112067049222,0.01734127251301787,0.06683021173029005,0.07987343138268199,0.04501726289056829,0.03656390251297312,0.0004913132091182914,0.07479477077727896,0.0,0.028717506058895774,0.0388682296955969,0.010705114662271484,0.17405774931668538
0.05,0,1,4,Ucal,pooled,0.042825537581369866,0.0038096204919697155,0.07184087577536664,0.01908429523064646,0.02262518065441682,0.024221330721452897,6.185420369802478e-05,0.0523213678059468,0.0,0.014722275239418995,0.011839915323592515,0.005404064225092219,0.04680006033816198
0.05,0,1,0,Egap,context_0,0.0469812661309168,0.004260195809609076,0.07557928812430197,0.016210303982124353,0.023466862993074322,0.018243256272733765,0.00011735455526223074,0.05234172319103037,0.0,0.01467000997266243,0.01057829078010709,0.0059897427307955544,0.04635816063925027
0.05,0,1,0,Egap,context_1,0.05869345897098538,0.02846930247791509,0.08178850394996395,0.08269661725230562,0.030637262742917046,0.018860994601357622,0.0044430867889698866,0.05912915897378168,0.0,0.028717506058895774,0.039173249752333814,0.033315339247579435,0.1821128053499877
0.05,0,1,0,Egap,pooled,0.04725683730471386,0.005331032195725812,0.07583162760218025,0.016273406323790512,0.02325978962789743,0.01826879987129873,0.0001605610569285641,0.0522307931535979,0.0,0.014722275239418995,0.009977636484163189,0.006889343747854652,0.04552189993639491
0.05,0,1,1,Egap,context_0,0.045734913038346425,0.0004950320075812582,0.07437778170412607,0.016828563412161924,0.024625854087335863,0.01990629074861948,6.49260772329577e-05,0.05264609457614367,0.0,0.01467000997266243,0.012351197818560576,0.0043703178574480825,0.0482841756599186
0.05,0,1,1,Egap,context_1,0.055319012017756304,0.0010541126318119897,0.0901384113769592,0.06218032649278676,0.03284021921287125,0.050397613695529975,0.0008747851119130998,0.05888531012573107,0.0,0.028717506058895774,0.03491925478974513,0.02475019522474361,0.17144603743094106
0.05,0,1,1,Egap,pooled,0.04570239479032817,0.0004136206997497914,0.07502024185874008,0.017477564805028087,0.023915444119130713,0.021371919619229407,4.95510191796667e-05,0.0522652401261931,0.0,0.014722275239418995,0.013057130083911545,0.0035089644496327592,0.04817786410247033
0.05,0,1,2,Egap,context_0,0.04324797409245201,0.0012313204002718614,0.07534631181578452,0.01870175865964182,0.020152770095219097,0.015812656944453968,6.165445013812655e-05,0.051404419628854336,0.0,0.01467000997266243,0.010747667136227348,0.005617314665862233,0.049090636311452183
0.05,0,1,2,Egap,context_1,0.030717906040137903,0.011968974467039298,0.0650830462401832,0.07827931206150665,0.033996082320486856,0.04185469829699687,0.00018885628764512245,0.0534140469860136,0.0,0.028717506058895774,0.05474425787302627,0.0132515297232936,0.16952040694447157
0.05,0,1,2,Egap,pooled,0.04170373351770129,0.0019435451437175473,0.07437480239150636,0.018990369588177406,0.020552571083450433,0.0169052856880519,5.971857711563181e-05,0.051312031133176124,0.0,0.014722275239418995,0.010450276034260277,0.005877354921640189,0.048123437880798745
0.05,0,1,3,Egap,context_0,0.045322933353344974,0.004260716746674043,0.07112153118409686,0.01688502969416323,0.02118603303669797,0.03598758170076047,2.8021126380841754e-05,0.05144885943552514,0.0,0.01467000997266243,0.012914436484874864,0.005563590273129062,0.045161772087333046
0.05,0,1,3,Egap,context_1,0.0404510655146778,0.0021826440990296674,0.06783463063275692,0.08394462203622484,0.03501745975888553,0.029394845766353594,0.0011638083376866826,0.05708950001771874,0.0,0.028717506058895774,0.05897246693537914,0.017398651708793022,0.1832604181708646
0.05,0,1,3,Egap,pooled,0.044677997661451196,0.003975151307444889,0.07096567593952376,0.01721528432174134,0.021377322106585772,0.035678621872334795,2.737015407477993e-05,0.051466956372680096,0.0,0.014722275239418995,0.01291021493625763,0.00594215424182975,0.04571118933285449
